Day fraction since midnight on 	air chamber (200kPa) (cm)	waste (100 psi) (cm)	PID control (0 to 1)	Pump Control ()				
0.555635269	-238.2664032	-18.26213646	0.701933267	1.410297379				
0.555635315	-241.6209869	-8.359170914	0.701933267	1.410297379				
0.555635385	-239.9032593	2.540729761	0.701933267	1.410297379				
0.555635454	-238.9256744	15.08557606	0.701933267	1.410297379				
0.555635524	-240.4488983	6.337412834	0.701933267	1.410297379				
0.555635593	-238.1855774	18.89057732	0.701933267	1.410297379				
0.555635662	-240.9945374	28.92645454	0.701933267	1.410297379				
0.555635732	-238.1451416	1750.445923	0.701933267	1.410297379				
0.555635801	-231.456131	1488.449463	0.698540905	1.403866534				
0.555635871	-231.9007263	-9.663518906	0.69774188	1.39708181				
0.55563594	-238.448288	321.8945007	0.69774188	1.39708181				
0.555636009	-238.8726654	258.8877563	0.69774188	1.39708181				
0.555636079	-256.1508789	87.41372681	0.69774188	1.39708181				
0.555636148	-288.2823486	324.6859131	0.69774188	1.39708181				
0.555636218	-323.1419678	236.9550171	0.69774188	1.39708181				
0.555636287	-345.5733643	320.6981506	0.69774188	1.39708181				
0.555636356	-366.1859741	302.7532043	0.696927017	1.395483761				
0.555636426	-379.6447754	236.8885498	0.696927017	1.395483761				
0.555636495	-387.7080078	268.6577759	0.697765016	1.393854033				
0.555636565	-386.3944092	287.5997009	0.697765016	1.393854033				
0.555636634	-378.4734192	246.6395874	0.697765016	1.393854033				
0.555636703	-358.9109192	248.9183502	0.697765016	1.393854033				
0.555636773	-342.6178589	61.74246979	0.697765016	1.393854033				
0.555636842	-319.4286194	-54.89975357	0.697765016	1.393854033				
0.555636912	-316.7762756	-92.0358429	0.697765016	1.393854033				
0.555636981	-322.2325745	-70.70128632	0.699968694	1.395530031				
0.555637074	-326.5900269	-73.96627045	0.700256303	1.399937389				
0.55563712	-330.341217	-82.93874359	0.700256303	1.399937389				
0.555637189	-334.3576355	-80.07254028	0.700256303	1.399937389				
0.555637259	-342.0368652	-84.06030273	0.700256303	1.399937389				
0.555637328	-341.9358215	-79.07559204	0.700256303	1.399937389				
0.555637397	-344.0576782	-62.12758255	0.700256303	1.399937389				
0.555637467	-347.9983521	-59.1367569	0.700256303	1.399937389				
0.555637536	-343.1482849	-76.0847702	0.700256303	1.399937389				
0.555637606	-326.8805237	-91.57060242	0.702400204	1.400512605				
0.555637698	-317.4507446	-89.44379425	0.702779072	1.404800407				
0.555637744	-315.7254333	-61.92819214	0.702779072	1.404800407				
0.555637814	-314.3133545	-69.48002625	0.702779072	1.404800407				
0.555637883	-315.3364258	-95.27590179	0.702779072	1.404800407				
0.555637953	-305.105896	-90.78966522	0.702779072	1.404800407				
0.555638022	-306.4699402	-81.0694809	0.702779072	1.404800407				
0.555638091	-310.2211609	-70.60158539	0.702779072	1.404800407				
0.555638161	-319.0875854	-68.3584671	0.704270329	1.405558143				
0.55563823	-324.3544617	-78.07865143	0.704270329	1.405558143				
0.5556383	-321.8157654	-66.11534882	0.704846375	1.408540658				
0.555638369	-316.5640869	-49.51626587	0.704846375	1.408540658				
0.555638438	-309.905426	-48.83502197	0.704846375	1.408540658				
0.555638508	-307.9855957	-60.13369751	0.704846375	1.408540658				
0.555638577	-309.1980896	-56.14592743	0.704846375	1.408540658				
0.555638647	-305.4468994	-38.07635117	0.704846375	1.408540658				
0.555638716	-300.4074402	-37.20402908	0.704846375	1.408540658				
0.555638785	-295.5574036	-48.17039108	0.706410048	1.409692751				
0.555638855	-291.6167603	-51.16122055	0.706410048	1.409692751				
0.555638924	-294.5343323	-48.17039108	0.706410048	1.409692751				
0.555638994	-296.9214478	-44.80570984	0.706410048	1.409692751				
0.555639063	-294.8753357	-29.10387611	0.706410048	1.409692751				
0.555639132	-292.526123	-17.26519775	0.706410048	1.409692751				
0.555639202	-297.2624817	-16.766716	0.706410048	1.409692751				
0.555639271	-300.4074402	-38.2009697	0.707985191	1.412820096				
0.555639341	-297.3761597	-25.24072838	0.707985191	1.412820096				
0.55563941	-290.7073975	-35.21014786	0.708413658	1.415970381				
0.555639479	-292.5260925	-33.21626663	0.708413658	1.415970381				
0.555639549	-291.46521	-27.98231506	0.708413658	1.415970381				
0.555639618	-289.6969604	-14.93899155	0.708413658	1.415970381				
0.555639688	-287.0698547	-30.22543716	0.708413658	1.415970381				
0.555639757	-283.1291809	-19.25907135	0.708413658	1.415970381				
0.55563985	-276.1193848	-24.61763954	0.708413658	1.415970381				
0.555639896	-275.8920593	-27.15983772	0.710114732	1.416827316				
0.555639965	-278.6833191	-13.94205284	0.710456206	1.420229464				
0.555640035	-280.8936157	-10.0373621	0.710456206	1.420229464				
0.555640104	-274.7553101	-19.00983429	0.710456206	1.420229464				
0.555640173	-279.7947693	-22.24990273	0.710456206	1.420229464				
0.555640243	-276.4603882	-5.55111742	0.710456206	1.420229464				
0.555640312	-276.4603882	-32.46855545	0.710456206	1.420229464				
0.555640382	-274.7553101	-14.52359772	0.710456206	1.420229464				
0.555640451	-269.2990112	-11.15891838	0.712074205	1.420912411				
0.55564052	-267.3868103	-14.7396059	0.712074205	1.420912411				
0.55564059	-269.6400146	-13.40203667	0.712364747	1.42414841				
0.555640659	-271.3071899	-32.2193222	0.712364747	1.42414841				
0.555640729	-267.6696777	-30.22543716	0.712364747	1.42414841				
0.555640798	-266.6592712	-22.24989891	0.712364747	1.42414841				
0.555640867	-265.547821	-8.915801048	0.712364747	1.42414841				
0.555640937	-260.0915222	-3.308003187	0.712364747	1.42414841				
0.555641006	-258.5758667	-19.25907516	0.712364747	1.42414841				
0.555641076	-261.9102783	-7.29577446	0.709647556	1.424729493				
0.555641168	-264.1837463	-13.40204525	0.709647556	1.424729493				
0.555641214	-260.3946533	-33.21626282	0.708500341	1.419295111				
0.555641307	-254.2942352	-31.3469944	0.708500341	1.419295111				
0.555641353	-253.9532318	-15.64515877	0.708500341	1.419295111				
0.555641423	-255.5446167	4.667530537	0.708500341	1.419295111				
0.555641492	-251.2250977	-7.794239521	0.708500341	1.419295111				
0.555641561	-250.2020264	-25.73919678	0.708500341	1.419295111				
0.555641654	-248.155899	1.178233028	0.708500341	1.419295111				
0.5556417	-251.6039734	-9.289655685	0.705074226	1.417000682				
0.555641793	-246.1098022	-21.25296021	0.704274568	1.410148452				
0.555641839	-244.9351654	-14.27436161	0.704274568	1.410148452				
0.555641908	-246.1098175	7.907599926	0.704274568	1.410148452				
0.555641978	-248.6737671	-0.317170858	0.704274568	1.410148452				
0.555642047	-245.844574	-10.28659821	0.704274568	1.410148452				
0.55564214	-244.6320496	-10.28659821	0.704274568	1.410148452				
0.555642209	-240.3125	-5.55111742	0.704274568	1.410148452				
0.555642279	-238.2663879	-7.794243813	0.700227805	1.408549136				
0.555642348	-236.9023285	-4.429560185	0.700227805	1.408549136				
0.555642417	-238.9484253	-13.40203667	0.699477726	1.400455611				
0.555642487	-237.2433777	-3.307995081	0.699477726	1.400455611				
0.555642556	-235.8792725	-4.429564476	0.699477726	1.400455611				
0.555642626	-236.2202911	5.664477348	0.699477726	1.400455611				
0.555642695	-232.1280518	6.786038876	0.699477726	1.400455611				
0.555642764	-231.4460602	9.0291605	0.699477726	1.400455611				
0.555642834	-233.492157	16.88007164	0.699477726	1.400455611				
0.555642903	-227.0128174	102.1186218	0.69615271	1.398955451				
0.555642973	-227.6948547	1057.687622	0.69615271	1.398955451				
