Day fraction since midnight on 	air chamber (200kPa) (cm)	waste (100 psi) (cm)	PID control (0 to 1)	Pump Control ()				
0.555749422	-275.7556152	-21.02864838	0.736070079	1.46962925				
0.555749491	-277.8471985	-14.67314434	0.736544797	1.472140158				
0.55574956	-271.0041199	-2.186442137	0.736544797	1.472140158				
0.55574963	-270.322052	-16.76672363	0.736544797	1.472140158				
0.555749699	-272.709198	-22.37451363	0.736544797	1.472140158				
0.555749769	-271.3451538	-15.64515877	0.736544797	1.472140158				
0.555749838	-265.8888245	-21.25295639	0.737506457	1.473089594				
0.555749907	-260.0233154	-27.01029968	0.737506457	1.473089594				
0.555749977	-260.0915222	-19.0098381	0.737506457	1.473089594				
0.555750046	-267.5939331	-16.76671219	0.737506457	1.473089594				
0.555750116	-267.2528992	-15.64515877	0.737506457	1.473089594				
0.555750185	-263.501709	-20.13139534	0.737506457	1.473089594				
0.555750254	-260.0915222	-6.672682762	0.737506457	1.473089594				
0.555750324	-257.0223999	-23.49607849	0.734257931	1.475012914				
0.555750393	-258.7047119	-9.738277435	0.734257931	1.475012914				
0.555750463	-258.8638916	-6.448369503	0.733020744	1.468515861				
0.555750532	-257.9544983	-14.29928494	0.733020744	1.468515861				
0.555750602	-258.7274475	-16.76671982	0.733020744	1.468515861				
0.555750671	-251.9070892	-13.40203667	0.733020744	1.468515861				
0.55575074	-252.4754791	-17.88827705	0.733020744	1.468515861				
0.55575081	-252.5891571	-13.40204144	0.733020744	1.468515861				
0.555750879	-249.5199738	-6.672678471	0.733020744	1.468515861				
0.555750949	-250.2020111	-12.05616665	0.729650085	1.466041488				
0.555751018	-253.4985199	-15.79470158	0.729650085	1.466041488				
0.555751087	-250.8840637	-17.88828087	0.728811357	1.459300169				
0.555751157	-246.7918396	11.27228355	0.728811357	1.459300169				
0.555751226	-248.8379364	6.786038876	0.728811357	1.459300169				
0.555751295	-249.519989	-3.308003187	0.728811357	1.459300169				
0.555751365	-247.132843	-14.52359772	0.728811357	1.459300169				
0.555751434	-246.1098022	-10.03735733	0.728811357	1.459300169				
0.555751504	-244.4047089	-13.40203667	0.728811357	1.459300169				
0.555751573	-240.6535339	-8.915801048	0.724936888	1.457622713				
0.555751643	-240.3124847	6.786038876	0.724936888	1.457622713				
0.555751712	-242.2221985	8.281451225	0.724175117	1.449873777				
0.555751781	-238.9484253	6.786038876	0.724175117	1.449873777				
0.555751851	-236.9023438	60.62090683	0.724175117	1.449873777				
0.55575192	-233.7194977	594.1094971	0.724175117	1.449873777				
0.55575199	-235.538269	-110.9777145	0.724175117	1.449873777				
0.555752059	-238.2664185	223.2470856	0.724175117	1.449873777				
0.555752128	-236.5612946	275.9603882	0.724175117	1.449873777				
0.555752198	-249.4290314	264.5205078	0.720838867	1.448350235				
0.555752267	-267.6621094	284.4841919	0.720207943	1.441677734				
0.555752337	-302.4459534	299.8122253	0.720207943	1.441677734				
0.555752406	-330.341217	215.3961639	0.720207943	1.441677734				
0.555752498	-350.4612427	293.9053345	0.720207943	1.441677734				
0.555752545	-364.4430237	258.0154114	0.720207943	1.441677734				
0.555752614	-383.4642334	229.9764557	0.720207943	1.441677734				
0.555752684	-382.8579712	289.7929382	0.720207943	1.441677734				
0.555752753	-379.7888184	266.987915	0.722438465	1.440415885				
0.555752822	-369.5204163	254.8999634	0.722438465	1.440415885				
0.555752892	-357.2816467	219.8824005	0.723098333	1.444876929				
0.555752961	-324.3544617	3.670583725	0.723098333	1.444876929				
0.555753031	-314.3512573	-23.24684715	0.723098333	1.444876929				
0.5557531	-312.3304138	-58.47212601	0.723098333	1.444876929				
0.555753169	-322.4490967	-72.52426147	0.723098333	1.444876929				
0.555753239	-330.1138611	-79.07559204	0.723098333	1.444876929				
0.555753308	-330.341217	-78.45250702	0.723098333	1.444876929				
0.555753378	-335.145752	-98.2168808	0.724193448	1.446196666				
0.55575347	-343.2998657	-84.80801392	0.724722925	1.448386897				
0.555753516	-344.3229065	-102.0052643	0.724722925	1.448386897				
0.555753586	-341.6326599	-74.09088898	0.724722925	1.448386897				
0.555753655	-341.9358215	-82.93874359	0.724722925	1.448386897				
0.555753725	-334.7744446	-80.69562531	0.724722925	1.448386897				
0.555753794	-328.9771729	-79.57406616	0.724722925	1.448386897				
0.555753863	-324.8849182	-79.57406616	0.724722925	1.448386897				
0.555753933	-316.3594666	-85.18186951	0.724722925	1.448386897				
0.555754002	-305.863678	-60.13369751	0.726778559	1.449445849				
0.555754072	-302.2261658	-63.12452316	0.727004238	1.453557119				
0.555754141	-305.2574768	-72.09700012	0.727004238	1.453557119				
0.55575421	-311.3199768	-71.10005951	0.727004238	1.453557119				
0.55575428	-316.6752625	-63.4568367	0.727004238	1.453557119				
0.555754349	-316.1700134	-55.14898682	0.727004238	1.453557119				
0.555754419	-316.70047	-69.48002625	0.727004238	1.453557119				
0.555754488	-315.8669128	-98.0174942	0.727004238	1.453557119				
0.555754557	-310.1074829	-70.1031189	0.728709966	1.454008476				
0.555754627	-304.6512146	-61.13063812	0.728709966	1.454008476				
0.555754696	-307.492981	-51.53507233	0.729067223	1.457419931				
0.555754766	-311.5852356	-43.68415451	0.729067223	1.457419931				
0.555754835	-304.0828552	-54.89974976	0.729067223	1.457419931				
0.555754904	-294.5343323	-48.17039108	0.729067223	1.457419931				
0.555754974	-295.557373	-42.56259537	0.729067223	1.457419931				
0.555755043	-289.7601013	-47.04883194	0.729067223	1.457419931				
0.555755113	-298.285553	-52.15816116	0.729067223	1.457419931				
0.555755182	-296.5804443	-43.68415451	0.73055015	1.458134446				
0.555755251	-292.1471863	-22.37451744	0.73055015	1.458134446				
0.555755321	-295.2542725	-28.23155212	0.730955068	1.461100301				
0.55575539	-296.4667664	-39.19791412	0.730955068	1.461100301				
0.55575546	-296.1636353	-29.22849846	0.730955068	1.461100301				
0.555755529	-293.1323853	-32.21931839	0.730955068	1.461100301				
0.555755598	-292.8292542	-39.19791412	0.730955068	1.461100301				
0.555755668	-293.1323853	-30.22543716	0.730955068	1.461100301				
0.555755737	-287.6760864	-27.2346096	0.730955068	1.461100301				
0.555755807	-286.7666931	-22.24990273	0.732707102	1.461910136				
0.555755876	-284.3038025	-39.19791412	0.732707102	1.461910136				
0.555755945	-282.2576904	-21.25296021	0.732707102	1.461910136				
0.555756015	-279.1885376	-29.10387611	0.732707102	1.461910136				
0.555756084	-277.1677246	-34.54551697	0.732707102	1.461910136				
0.555756154	-274.338501	-34.21319962	0.732707102	1.461910136				
0.555756223	-276.1572571	-29.22849846	0.73401141	1.465414205				
0.555756292	-275.854126	-14.27436543	0.73401141	1.465414205				
0.555756362	-283.2807617	-21.25295639	0.734573179	1.46802282				
0.555756431	-280.5526123	-29.10387611	0.734573179	1.46802282				
0.555756501	-273.3912354	-23.49607849	0.734573179	1.46802282				
0.55575657	-270.071991	-13.85066319	0.734573179	1.46802282				
0.555756639	-271.0268555	-19.08460999	0.734573179	1.46802282				
0.555756709	-269.4884644	-31.12268639	0.734573179	1.46802282				
0.555756778	-268.7306519	-33.59011078	0.734573179	1.46802282				
0.555756848	-261.8092651	-14.93899155	0.734250887	1.469146357				
0.555756917	-266.4117432	-23.79515839	0.734250887	1.469146357				
0.555756986	-268.776123	-23.04745293	0.734250887	1.469146357				
0.555757056	-262.7186584	-7.960400105	0.734250887	1.469146357				
0.555757125	-261.7966309	-4.429564476	0.734250887	1.469146357				
0.555757195	-257.3633728	-24.61763573	0.734250887	1.469146357				
0.555757264	-256.567688	1.178241253	0.734250887	1.469146357				
0.555757333	-255.9538574	-3.906163216	0.729376046	1.468501775				
0.555757403	-258.4748535	-21.91758728	0.728772799	1.458752091				
0.555757472	-255.4435883	-18.32859421	0.728772799	1.458752091				
0.555757542	-253.6121979	-19.0098381	0.728772799	1.458752091				
0.555757611	-257.6665344	-8.292713165	0.728772799	1.458752091				
0.55575768	-253.42276	-15.27130795	0.728772799	1.458752091				
0.55575775	-251.3008423	-29.22849464	0.728772799	1.458752091				
0.555757819	-251.3008728	-6.298823357	0.728772799	1.458752091				
0.555757889	-247.360199	-11.28353691	0.725242187	1.457545598				
0.555757958	-246.491272	-17.53103638	0.725242187	1.457545598				
0.555758027	-243.3589172	-9.090262413	0.724207308	1.450484373				
0.555758097	-244.4703827	-1.447041273	0.724207308	1.450484373				
0.555758166	-247.1328583	4.542916298	0.724207308	1.450484373				
0.555758236	-243.1164246	-28.23155212	0.724207308	1.450484373				
0.555758305	-242.699646	-19.00983429	0.724207308	1.450484373				
0.555758374	-242.0175781	-14.5235939	0.724207308	1.450484373				
0.555758444	-238.9484253	4.542916298	0.724207308	1.450484373				
0.555758513	-240.5852966	-4.42955637	0.720841479	1.448414615				
0.555758606	-240.3125	-1.064880967	0.720156429	1.441682958				
0.555758652	-237.9253693	2.897962332	0.720156429	1.441682958				
0.555758721	-234.9320068	-4.969575882	0.720156429	1.441682958				
0.555758791	-235.8413696	12.64307308	0.720156429	1.441682958				
0.55575886	-237.9632568	32.58191299	0.720156429	1.441682958				
0.55575893	-229.7409515	773.9328613	0.720156429	1.441682958				
0.555758999	-230.6882324	657.3322144	0.720156429	1.441682958				
0.555759068	-234.6288757	208.7083588	0.720156429	1.441682958				
0.555759138	-232.931366	242.9366608	0.716376406	1.440312858				
0.555759207	-243.0355835	310.0641174	0.715887244	1.432752811				
0.555759277	-261.3040466	127.2914047	0.715887244	1.432752811				
0.555759346	-293.511322	467.7470398	0.715887244	1.432752811				
0.555759415	-325.2259521	289.4190979	0.715887244	1.432752811				
0.555759485	-347.9983215	294.7776794	0.715887244	1.432752811				
0.555759554	-364.3671875	231.9702911	0.715887244	1.432752811				
0.555759624	-374.9766541	244.9305573	0.715887244	1.432752811				
0.555759716	-375.6965332	324.1874695	0.717706256	1.431774488				
0.555759762	-374.985321	268.0881042	0.717706256	1.431774488				
0.555759832	-364.9734802	239.2812195	0.718284904	1.435412511				
0.555759901	-346.1795654	223.9947815	0.718284904	1.435412511				
0.555759996	-319.6559753	-40.69332886	0.718284904	1.435412511				
0.555760042	-316.1094055	-47.97100449	0.718284904	1.435412511				
0.555760111	-308.7888489	-71.12498474	0.718284904	1.435412511				
0.555760181	-319.8605957	-111.5011368	0.718284904	1.435412511				
0.55576025	-324.9985962	-81.81718445	0.718284904	1.435412511				
0.55576032	-318.9739685	-95.64975739	0.719790705	1.436569808				
0.555760389	-331.0686951	-70.97544098	0.719790705	1.436569808				
0.555760458	-335.9566345	-81.51810455	0.720210137	1.439581411				
0.555760528	-336.2774353	-61.13063812	0.720210137	1.439581411				
0.555760597	-341.2537537	-76.20938873	0.720210137	1.439581411				
0.555760667	-336.7826233	-69.10617828	0.720210137	1.439581411				
0.555760736	-326.1732178	-82.06642151	0.720210137	1.439581411				
0.555760805	-319.504425	-75.08782959	0.720210137	1.439581411				
0.555760875	-313.1387634	-69.10617828	0.720210137	1.439581411				
0.555760944	-311.8049927	-64.71962738	0.722310521	1.440420275				
0.555761014	-305.9925232	-66.7882843	0.722568382	1.444621043				
0.555761083	-304.1282959	-65.81626892	0.722568382	1.444621043				
0.555761152	-298.2855225	-82.93874359	0.722568382	1.444621043				
0.555761222	-306.1289673	-73.96627045	0.722568382	1.444621043				
0.555761291	-311.2442017	-69.48002625	0.722568382	1.444621043				
0.555761361	-311.0168762	-66.11534882	0.722568382	1.444621043				
0.55576143	-312.2294006	-63.12452316	0.722568382	1.444621043				
0.555761499	-308.5918884	-49.16733551	0.722568382	1.444621043				
0.555761569	-311.3199768	-44.18262482	0.724371378	1.445136763				
0.555761638	-302.0367432	-73.96627045	0.724371378	1.445136763				
0.555761708	-298.9675598	-52.65663147	0.724371378	1.445136763				
0.555761777	-304.0449524	-52.15816116	0.724371378	1.445136763				
0.555761846	-302.71875	-79.57406616	0.724371378	1.445136763				
0.555761916	-295.557373	-59.38599014	0.724371378	1.445136763				
0.555761985	-292.4882507	-40.31947708	0.725938683	1.448742757				
0.555762055	-287.9792175	-41.19179916	0.725938683	1.448742757				
0.555762124	-296.5804443	-58.264431	0.726453983	1.451877365				
0.555762193	-297.2751465	-54.01911926	0.726453983	1.451877365				
0.555762263	-292.8292847	-37.20402908	0.726453983	1.451877365				
0.555762332	-291.8061523	-25.73920059	0.726453983	1.451877365				
0.555762402	-295.8605347	-39.19791412	0.726453983	1.451877365				
0.555762471	-289.4948425	-22.24990273	0.726453983	1.451877365				
0.555762563	-287.2592773	-37.7025032	0.726453983	1.451877365				
0.55576261	-288.6233521	-39.5717659	0.728009242	1.452907966				
0.555762702	-287.3729553	-26.86075401	0.728009242	1.452907966				
0.555762749	-283.6217957	-19.00983429	0.728009242	1.452907966				
0.555762818	-276.4603882	-13.40203667	0.728009242	1.452907966				
0.555762887	-278.1654968	-29.10387611	0.728009242	1.452907966				
0.555762957	-280.4010315	-13.27741909	0.728009242	1.452907966				
0.555763026	-279.1885376	-8.915801048	0.728009242	1.452907966				
0.555763096	-281.0300293	-10.78506756	0.729511846	1.456018483				
0.555763165	-276.1193542	-41.06717682	0.729908358	1.459023692				
0.555763234	-271.7315979	-34.03873825	0.729908358	1.459023692				
0.555763304	-275.0963135	-22.37451363	0.729908358	1.459023692				
0.555763373	-277.8244629	-4.429564476	0.729908358	1.459023692				
0.555763443	-272.822876	-34.21320343	0.729908358	1.459023692				
0.555763512	-270.6630554	-35.83323669	0.729908358	1.459023692				
0.555763581	-271.0040894	-21.25295639	0.729908358	1.459023692				
0.555763651	-267.0634766	-19.25907135	0.729908358	1.459023692				
0.55576372	-266.1161804	-22.00066757	0.731501464	1.459816717				
0.55576379	-263.4107666	-3.457541227	0.731702682	1.463002927				
0.555763859	-264.8885193	-12.05616665	0.731702682	1.463002927				
0.555763928	-261.4555969	-6.672682762	0.731702682	1.463002927				
0.555763998	-266.1540833	-18.26213264	0.731702682	1.463002927				
0.555764067	-262.4786377	-21.25295639	0.731702682	1.463002927				
0.555764137	-257.0602722	-28.23155594	0.731702682	1.463002927				
0.555764206	-257.0223694	-19.00983429	0.731702682	1.463002927				
0.555764275	-257.3634033	-40.19485855	0.731702682	1.463002927				
0.555764368	-257.6817017	-21.85112	0.728164043	1.463405363				
0.555764437	-253.8168182	-16.54240799	0.727482561	1.456328086				
0.555764484	-253.6121979	-16.76671982	0.727482561	1.456328086				
0.555764553	-257.7044067	0.056680128	0.727482561	1.456328086				
0.555764622	-252.2102356	-11.28354168	0.727482561	1.456328086				
0.555764692	-250.5430145	-2.186442137	0.727482561	1.456328086				
0.555764761	-250.543045	-17.88827324	0.727482561	1.456328086				
0.555764831	-250.9977112	-22.24990273	0.727482561	1.456328086				
0.5557649	-244.4047089	-6.672678471	0.724024854	1.454965121				
0.555764969	-246.1097717	-12.2804842	0.723521092	1.448049708				
0.555765039	-244.7457428	0.056680128	0.723521092	1.448049708				
0.555765108	-245.4277802	-6.672678471	0.723521092	1.448049708				
0.555765178	-243.1164246	-12.28047562	0.723521092	1.448049708				
0.555765247	-241.3355408	-7.794239521	0.723521092	1.448049708				
0.555765316	-241.6765747	2.299802303	0.723521092	1.448049708				
0.555765386	-236.902298	-5.551125526	0.723521092	1.448049708				
0.555765455	-237.5843658	-20.13139534	0.723521092	1.448049708				
0.555765525	-240.3125	-19.0098381	0.719336153	1.447042183				
0.555765594	-234.0226135	-3.307995081	0.718782723	1.438672306				
0.555765663	-234.1741943	20.2447567	0.718782723	1.438672306				
0.555765733	-237.053894	-0.317179054	0.718782723	1.438672306				
0.555765802	-232.2038727	7.658362865	0.718782723	1.438672306				
0.555765872	-231.2944794	28.59414101	0.718782723	1.438672306				
0.555765941	-232.8101196	18.00163269	0.718782723	1.438672306				
0.55576601	-229.0589142	28.09567642	0.718782723	1.438672306				
0.55576608	-229.0589142	48.28375244	0.718782723	1.438672306				
0.555766149	-229.475708	300.4270325	0.715306166	1.437565447				
0.555766219	-224.322525	-380.1520691	0.714643082	1.430612331				
0.555766288	-226.6717834	273.7172546	0.714643082	1.430612331				
0.555766357	-233.492157	222.1255341	0.714643082	1.430612331				
0.555766427	-238.9484253	261.3800964	0.714643082	1.430612331				
0.555766496	-265.2446899	102.3678513	0.714643082	1.430612331				
0.555766566	-294.6480103	180.129303	0.714643082	1.430612331				
0.555766635	-324.5438843	512.6094971	0.714643082	1.430612331				
0.555766704	-342.5420532	247.921402	0.713607368	1.429286165				
0.555766774	-358.9975586	362.5697021	0.713607368	1.429286165				
0.555766843	-364.6703796	239.9458618	0.714148281	1.427214736				
0.555766913	-359.2140503	249.9152679	0.714148281	1.427214736				
0.555766982	-354.5534363	269.2310181	0.714148281	1.427214736				
0.555767051	-356.9405823	224.3686523	0.714148281	1.427214736				
0.555767121	-334.0545044	222.000885	0.714148281	1.427214736				
0.55576719	-312.6082764	141.3732147	0.714148281	1.427214736				
0.55576726	-303.4386902	-30.22543716	0.714148281	1.427214736				
0.555767329	-310.2211304	-61.62911224	0.71611651	1.428296561				
0.555767398	-315.8669128	-93.03278351	0.716338455	1.43223302				
0.555767468	-322.535675	-87.0511322	0.716338455	1.43223302				
0.555767537	-325.1350098	-88.69608307	0.716338455	1.43223302				
0.555767607	-328.7194519	-83.86091614	0.716338455	1.43223302				
0.555767676	-333.6377258	-79.57406616	0.716338455	1.43223302				
0.555767745	-331.0914612	-71.94746399	0.716338455	1.43223302				
0.555767815	-321.3231812	-63.12452316	0.716338455	1.43223302				
0.555767884	-317.3825378	-69.48002625	0.716338455	1.43223302				
0.555767954	-314.0859985	-81.81718445	0.718532994	1.432676909				
0.555768023	-310.6985474	-88.09792328	0.718800946	1.437065989				
0.555768092	-304.9012756	-87.12590027	0.718800946	1.437065989				
0.555768162	-306.9019165	-90.56535339	0.718800946	1.437065989				
0.555768231	-302.6505432	-97.89287567	0.718800946	1.437065989				
0.555768301	-298.2249146	-95.02666473	0.718800946	1.437065989				
0.55576837	-297.6186523	-74.42320251	0.718800946	1.437065989				
0.555768439	-298.6265564	-75.08782959	0.718800946	1.437065989				
0.555768509	-305.2195435	-66.41442871	0.720334617	1.437601892				
0.555768601	-303.3033752	-65.6346817	0.720334617	1.437601892				
0.555768648	-302.7187805	-68.3584671	0.720334617	1.437601892				
0.555768717	-305.1058655	-52.65663147	0.720334617	1.437601892				
0.555768786	-302.0367126	-59.38599014	0.720334617	1.437601892				
0.555768856	-291.8062134	-75.08782959	0.720334617	1.437601892				
0.555768925	-286.3499146	-60.50754929	0.721805129	1.440669235				
0.555768995	-292.4882507	-77.33094788	0.721805129	1.440669235				
0.555769087	-291.46521	-54.89974976	0.721805129	1.440669235				
0.555769133	-287.7139893	-55.46053314	0.722482088	1.443610257				
0.555769203	-283.9627686	-21.0660305	0.722482088	1.443610257				
0.555769272	-281.916687	-41.19179916	0.722482088	1.443610257				
0.555769342	-282.5987244	-23.49607468	0.722482088	1.443610257				
0.555769411	-290.1010742	-36.95479584	0.722482088	1.443610257				
0.55576948	-288.0550232	-54.89974976	0.722482088	1.443610257				
0.55576955	-284.3038025	-44.80571747	0.723793967	1.444964176				
0.555769619	-284.6675415	-41.29149246	0.723793967	1.444964176				
0.555769689	-283.432312	-15.27130413	0.723793967	1.444964176				
0.555769758	-276.8013916	-15.64515877	0.723793967	1.444964176				
0.555769827	-277.8244629	-22.37451744	0.723793967	1.444964176				
0.555769897	-277.3697815	-31.2223835	0.723793967	1.444964176				
0.555769966	-274.0732727	-36.95479584	0.723793967	1.444964176				
0.555770036	-273.1260071	-43.18568039	0.725355658	1.447587934				
0.555770105	-271.4588013	-35.45938492	0.725355658	1.447587934				
0.555770174	-265.547821	-20.13139915	0.725663931	1.450711316				
0.555770244	-268.5033264	-21.25295639	0.725663931	1.450711316				
0.555770313	-271.6861267	-22.37451744	0.725663931	1.450711316				
0.555770383	-268.2759705	-20.92064285	0.725663931	1.450711316				
0.555770452	-268.6169739	-21.25295639	0.725663931	1.450711316				
0.555770522	-266.2298584	-23.49607849	0.725663931	1.450711316				
0.555770591	-267.9728394	-24.24378586	0.725663931	1.450711316				
0.55577066	-262.8196716	-32.24424744	0.72714836	1.451327862				
0.555770753	-266.9118958	-2.186442137	0.727494428	1.45429672				
0.555770799	-263.5471802	-13.77589607	0.727494428	1.45429672				
0.555770892	-259.4095154	-4.42955637	0.727494428	1.45429672				
0.555770938	-263.160675	-2.186442137	0.727494428	1.45429672				
0.555771007	-261.1145935	-15.64515877	0.727494428	1.45429672				
0.555771077	-254.6352539	-5.30188036	0.727494428	1.45429672				
0.555771146	-253.6121979	-14.52359772	0.727494428	1.45429672				
0.555771216	-255.2415161	-13.27741432	0.727494428	1.45429672				
0.555771285	-253.7486267	-11.45800686	0.724756724	1.454988856				
0.555771354	-253.4227295	-6.963457108	0.723526447	1.449513449				
0.555771424	-253.42276	2.673653364	0.723526447	1.449513449				
0.555771493	-250.0883331	-23.24683762	0.723526447	1.449513449				
0.555771563	-254.1805573	-35.83324051	0.723526447	1.449513449				
0.555771632	-247.8149109	-29.10387611	0.723526447	1.449513449				
0.555771701	-247.4738922	-20.13139915	0.723526447	1.449513449				
0.555771771	-246.7539673	-14.27436543	0.723526447	1.449513449				
0.55577184	-244.0636749	-16.766716	0.720231202	1.447052893				
0.555771933	-244.4501801	-7.34561348	0.720231202	1.447052893				
0.555771979	-243.9272614	-10.03735733	0.719423882	1.440462404				
0.555772048	-239.948761	-28.35617065	0.719423882	1.440462404				
0.555772118	-236.7507782	-13.27742291	0.719423882	1.440462404				
0.555772187	-240.6535339	-14.5235939	0.719423882	1.440462404				
0.555772257	-235.879303	-14.52359772	0.719423882	1.440462404				
0.555772326	-233.492157	-6.672678471	0.719423882	1.440462404				
0.555772395	-234.9319763	0.679759622	0.719423882	1.440462404				
0.555772465	-234.6288757	-13.27742291	0.71557579	1.438847764				
0.555772557	-234.8562164	-14.5235939	0.71557579	1.438847764				
0.555772604	-231.6279297	-11.98139954	0.714835585	1.43115158				
0.555772696	-233.4921265	4.169073582	0.714835585	1.43115158				
0.555772742	-233.4921265	-0.317179054	0.714835585	1.43115158				
0.555772812	-227.9600677	5.664477348	0.714835585	1.43115158				
0.555772881	-223.6026459	5.664477348	0.714835585	1.43115158				
0.555772951	-228.2632141	4.66753912	0.714835585	1.43115158				
0.55577302	-227.3538208	14.63695812	0.714835585	1.43115158				
0.555773089	-224.0194244	54.51463699	0.711589895	1.429671169				
0.555773182	-222.2385712	2311.591797	0.710733196	1.423179791				
0.555773228	-221.8975372	2031.201416	0.710733196	1.423179791				
0.555773298	-217.4643097	286.0543823	0.710733196	1.423179791				
0.555773367	-225.307724	200.8158722	0.710733196	1.423179791				
0.555773436	-234.8562317	275.9603577	0.710733196	1.423179791				
0.555773506	-255.6583252	124.5498276	0.710733196	1.423179791				
0.555773575	-291.9198608	166.1721497	0.710733196	1.423179791				
0.555773645	-321.8157654	467.7471008	0.708969684	1.421466392				
0.555773714	-336.4795227	74.0796051	0.708969684	1.421466392				
0.555773783	-349.7792358	388.116394	0.709581652	1.417939368				
0.555773853	-364.6703186	258.2231445	0.709581652	1.417939368				
0.555773922	-360.6917725	227.7333069	0.709581652	1.417939368				
0.555773992	-354.2124634	271.4741211	0.709581652	1.417939368				
0.555774061	-348.7561951	273.7172852	0.709581652	1.417939368				
0.555774153	-328.295105	242.3135986	0.709581652	1.417939368				
0.555774223	-307.8340149	138.0085297	0.709581652	1.417939368				
0.555774292	-298.1491394	-32.3190155	0.711649721	1.419163305				
0.555774362	-307.1520081	-64.61993408	0.711649721	1.419163305				
0.555774431	-319.7696838	-66.11534882	0.711649721	1.419163305				
0.5557745	-323.2934875	-78.45250702	0.711649721	1.419163305				
0.55577457	-322.9524841	-85.18186188	0.711649721	1.419163305				
0.555774639	-326.2489929	-68.3584671	0.711649721	1.419163305				
0.555774709	-334.0924377	-84.06031036	0.713360638	1.423299443				
0.555774778	-326.4309082	-101.7809525	0.713360638	1.423299443				
0.555774848	-325.2259521	-69.48002625	0.713360638	1.423299443				
0.555774917	-318.7466125	-70.60158539	0.71407018	1.426721276				
0.555774986	-314.9954224	-87.42498779	0.71407018	1.426721276				
0.555775056	-310.2211609	-80.69562531	0.71407018	1.426721276				
0.555775125	-303.4008179	-69.48002625	0.71407018	1.426721276				
0.555775195	-301.6957092	-54.89974976	0.71407018	1.426721276				
0.555775264	-304.4238281	-66.11534882	0.71407018	1.426721276				
0.555775333	-294.2615356	-63.6479187	0.715493748	1.428140361				
0.555775403	-296.5804443	-87.42498779	0.715493748	1.428140361				
0.555775472	-301.5820313	-84.95755768	0.715493748	1.428140361				
0.555775542	-306.5154419	-58.71305466	0.715493748	1.428140361				
0.555775611	-304.7648926	-46.52544022	0.715493748	1.428140361				
0.55577568	-305.9016113	-70.90067291	0.715493748	1.428140361				
0.55577575	-304.5147705	-71.94746399	0.715493748	1.428140361				
0.555775819	-300.0588074	-56.99332809	0.717257422	1.430987497				
0.555775889	-294.1705933	-48.54424667	0.717257422	1.430987497				
0.555775958	-292.6246338	-56.99332809	0.717639212	1.434514844				
0.555776027	-294.8753357	-64.61993408	0.717639212	1.434514844				
0.555776097	-290.4421387	-54.89974976	0.717639212	1.434514844				
0.555776166	-283.9627991	-38.07635117	0.717639212	1.434514844				
0.555776236	-281.2346497	-50.41351318	0.717639212	1.434514844				
0.555776305	-285.2131653	-51.16122055	0.717639212	1.434514844				
0.555776374	-287.7139893	-50.41351318	0.717639212	1.434514844				
0.555776444	-286.5317993	-47.64699936	0.719140671	1.435278423				
0.555776513	-283.3944092	-45.17956543	0.719140671	1.435278423				
0.555776583	-282.0531006	-39.12314606	0.719542478	1.438281343				
0.555776652	-279.870575	-27.98231506	0.719542478	1.438281343				
0.555776721	-282.5987244	-30.22543716	0.719542478	1.438281343				
0.555776791	-282.9397278	-15.64515877	0.719542478	1.438281343				
0.55577686	-278.5065002	-8.91579628	0.719542478	1.438281343				
0.55577693	-275.7783508	-30.22543716	0.719542478	1.438281343				
0.555776999	-278.8475342	-38.07635117	0.72117459	1.439084957				
0.555777068	-274.7553101	-26.86076164	0.72117459	1.439084957				
0.555777138	-271.3678284	-10.88476276	0.721534587	1.44234918				
0.555777207	-273.2320862	-32.01992798	0.721534587	1.44234918				
0.555777277	-268.2759705	-20.13139915	0.721534587	1.44234918				
0.555777346	-267.934967	-29.10387611	0.721534587	1.44234918				
0.555777415	-264.5247498	-25.73919678	0.721534587	1.44234918				
0.555777485	-265.4341431	-21.25296021	0.721534587	1.44234918				
0.555777554	-270.3220825	-15.64515877	0.721534587	1.44234918				
0.555777624	-266.7072754	-14.29928875	0.723094149	1.443069174				
0.555777693	-263.0697632	-35.23506546	0.723094149	1.443069174				
0.555777762	-260.6371765	-14.22451782	0.723451069	1.446188299				
0.555777832	-264.5247803	-29.4777317	0.723451069	1.446188299				
0.555777901	-259.0684814	-32.46855545	0.723451069	1.446188299				
0.555777971	-257.7044067	-34.71167755	0.723451069	1.446188299				
0.55577804	-260.0915222	-42.56259155	0.723451069	1.446188299				
0.555778109	-257.3633728	-36.95479965	0.723451069	1.446188299				
0.555778179	-251.9071198	-24.61763954	0.723451069	1.446188299				
0.555778248	-252.2481232	-20.50525093	0.72364045	1.446902138				
0.555778318	-249.519989	-18.26213264	0.72364045	1.446902138				
0.555778387	-252.8392334	-11.98139572	0.722739358	1.447280901				
0.555778456	-250.543045	-15.64515877	0.722739358	1.447280901				
0.555778526	-246.1098022	-36.95479584	0.722739358	1.447280901				
0.555778595	-247.4738617	-14.52359772	0.722739358	1.447280901				
0.555778665	-248.1559143	-20.13139534	0.722739358	1.447280901				
0.555778734	-243.7226868	-12.28047562	0.722739358	1.447280901				
0.555778803	-243.3816681	-13.40203667	0.722739358	1.447280901				
0.555778873	-243.9272766	-14.8226862	0.718711556	1.445478717				
0.555778942	-243.8590698	-18.56121254	0.71808405	1.437423113				
0.555779012	-244.4274597	-20.43048286	0.71808405	1.437423113				
