Day fraction since midnight on 	air chamber (200kPa) (cm)	waste (100 psi) (cm)	PID control (0 to 1)	Pump Control ()
0.6675515150	-326.0126953125	10.7729377747	0.1281164035	0.7711325980
0.6675515844	-345.4936828613	0.4047420621	0.1281164035	0.7711325980
0.6675516538	-368.8950500488	-6.5738530159	0.1281164035	0.7711325980
0.6675517232	-381.7198791504	-6.0172271729	0.1240724236	0.7686984211
0.6675517926	-390.0331420898	-5.9756894112	0.1241841329	0.7444345415
0.6675518620	-396.5806274414	1.5346083641	0.1241841329	0.7444345415
0.6675519314	-402.3401184082	1.3102953434	0.1241841329	0.7444345415
0.6675520008	-401.4307250977	7.3168716431	0.1241841329	0.7444345415
0.6675520703	-400.5213623047	-7.6372575760	0.1241841329	0.7444345415
0.6675521397	-399.6119689941	7.8153429031	0.1241841329	0.7444345415
0.6675522090	-393.1250305176	0.8699825406	0.1241841329	0.7444345415
0.6675522785	-388.6993408203	-3.6494908333	0.1241841329	0.7444345415
0.6675523478	-391.2683715820	-8.2603492737	0.1273877321	0.7631818774
0.6675524173	-383.5606079102	-3.8393855095	0.1273877321	0.7631818774
0.6675524867	-384.1524047852	6.3199367523	0.1273877321	0.7631818774
0.6675525561	-385.9711914063	-6.6403150558	0.1273877321	0.7631818774
0.6675526255	-384.1524353027	-3.6494908333	0.1273877321	0.7631818774
0.6675526949	-378.4688110352	7.8153448105	0.1273877321	0.7631818774
0.6675527643	-381.8789978027	3.3291044235	0.1273877321	0.7631818774
0.6675528337	-379.8328857422	-10.1296129227	0.1273877321	0.7631818774
0.6675529031	-378.3930358887	5.3229899406	0.1298490948	0.7643263925
0.6675529724	-373.7627868652	-1.0075938702	0.1298490948	0.7643263925
0.6675530419	-375.9680175781	4.0768103600	0.1298490948	0.7643263925
0.6675531113	-378.1278076172	-1.1571359634	0.1298490948	0.7643263925
0.6675531807	-372.6336669922	-5.6433720589	0.1298490948	0.7643263925
0.6675532501	-366.2679443359	6.3199286461	0.1310678040	0.7790945688
0.6675533426	-367.8972778320	2.2075433731	0.1310678040	0.7790945688
0.6675533889	-365.1691284180	-2.2786970139	0.1310678040	0.7790945688
0.6675534583	-368.0867309570	3.3291044235	0.1310678040	0.7790945688
0.6675535277	-365.9042053223	14.0960817337	0.1322047176	0.7864068241
0.6675535971	-362.1656188965	6.7851734161	0.1322047176	0.7864068241
0.6675536665	-355.6585083008	-2.6525480747	0.1322047176	0.7864068241
0.6675537359	-358.6897888184	3.3291044235	0.1322047176	0.7864068241
0.6675538053	-362.0242004395	-10.6280860901	0.1334644972	0.7932283057
0.6675538747	-358.5306396484	-8.3351163864	0.1334644972	0.7932283057
0.6675539672	-357.6667175293	-4.5218153000	0.1334644972	0.7932283057
0.6675540135	-360.7359008789	11.1800241470	0.1334644972	0.7932283057
0.6675541060	-353.2335205078	10.0584630966	0.1334644972	0.7932283057
0.6675541523	-352.6272277832	8.3138141632	0.1334644972	0.7932283057
0.6675542217	-350.8463745117	15.6662607193	0.1334644972	0.7932283057
0.6675542911	-346.7541809082	-0.0355747789	0.1334644972	0.7932283057
0.6675543605	-348.4592285156	17.9093780518	0.1355682351	0.8007869830
0.6675544299	-348.2546386719	3.5534133911	0.1357263105	0.8134094107
0.6675545224	-347.7772216797	3.3291044235	0.1357263105	0.8134094107
0.6675545687	-347.1709899902	-8.6342000961	0.1357263105	0.8134094107
0.6675546381	-347.1709594727	-5.6433720589	0.1357263105	0.8134094107
0.6675547075	-341.1083984375	4.3260431290	0.1357263105	0.8134094107
0.6675547769	-346.8678588867	9.3107566833	0.1357263105	0.8134094107
0.6675548463	-343.2302856445	2.3321616650	0.1357263105	0.8134094107
0.6675549157	-334.1365051270	1.3352189064	0.1357263105	0.8134094107
0.6675549851	-335.0458984375	9.3107566833	0.1361761036	0.8143578630
0.6675550545	-335.8542175293	11.0387916565	0.1359746073	0.8170566215
0.6675551239	-337.4330139160	17.1616744995	0.1359746073	0.8170566215
0.6675551933	-335.6521606445	7.3168716431	0.1359746073	0.8170566215
0.6675552627	-338.2287292480	-13.4942922592	0.1359746073	0.8170566215
0.6675553321	-335.8415832520	-2.2786970139	0.1359746073	0.8170566215
0.6675554015	-331.7493896484	-0.0355747789	0.1359746073	0.8170566215
0.6675554709	-330.8020935059	16.2893486023	0.1359746073	0.8170566215
0.6675555403	-331.0673522949	22.3956222534	0.1359746073	0.8170566215
0.6675556097	-327.3161315918	8.9369039536	0.1298242462	0.7801449325
0.6675556791	-332.0676879883	6.7685546875	0.1298242462	0.7801449325
0.6675557485	-337.1677856445	11.3046407700	0.1298242462	0.7801449325
0.6675558442	-362.8988952637	-1.7980273962	0.1298242462	0.7801449325
0.6675558904	-373.7855224609	6.3199329376	0.1298242462	0.7801449325
0.6675559598	-393.2462768555	12.3015832901	0.1298242462	0.7801449325
0.6675560292	-400.9759826660	7.8153448105	0.1298242462	0.7801449325
0.6675560986	-406.4323120117	-3.4002540112	0.1298242462	0.7801449325
0.6675561680	-405.3713378906	-6.6403150558	0.1298242462	0.7801449325
0.6675562374	-403.8557434082	-5.6433720589	0.1298336380	0.7781100699
0.6675563068	-396.8837890625	-9.0080556870	0.1298336380	0.7781100699
0.6675563762	-397.9068603516	-3.4002540112	0.1298336380	0.7781100699
0.6675564456	-393.4736022949	4.4506654739	0.1298336380	0.7781100699
0.6675565150	-393.9445190430	4.6108875275	0.1298336380	0.7781100699
0.6675565844	-395.1949462891	10.5925378799	0.1298336380	0.7781100699
0.6675566538	-390.3160095215	15.8241119385	0.1298336380	0.7781100699
0.6675567232	-388.1764831543	1.6093794107	0.1298336380	0.7781100699
0.6675567926	-385.6074829102	9.1113672256	0.1323567856	0.7790018278
0.6675568621	-382.9399108887	2.3321616650	0.1325162440	0.7941407133
0.6675569314	-384.7208251953	9.3107566833	0.1325162440	0.7941407133
0.6675570008	-382.5964050293	-10.4951543808	0.1325162440	0.7941407133
0.6675570702	-377.2184143066	-4.1479601860	0.1325162440	0.7941407133
0.6675571396	-375.9680175781	-5.6433720589	0.1325162440	0.7941407133
0.6675572091	-374.7554931641	4.9242115021	0.1325162440	0.7941407133
0.6675572785	-373.5429992676	7.0510201454	0.1325162440	0.7941407133
0.6675573479	-375.0586547852	-0.4841967821	0.1325162440	0.7941407133
0.6675574172	-378.6961364746	10.5818557739	0.1349156904	0.7950974642
0.6675574867	-377.1956787109	4.6749787331	0.1351118353	0.8094941427
0.6675575560	-371.0801086426	-0.0355747789	0.1351118353	0.8094941427
0.6675576255	-370.6254272461	-14.6158533096	0.1351118353	0.8094941427
0.6675576948	-367.2152404785	-11.2511739731	0.1351118353	0.8094941427
0.6675577643	-375.3617553711	-10.6280860901	0.1351118353	0.8094941427
0.6675578337	-368.9960937500	0.3382802904	0.1351118353	0.8094941427
0.6675579031	-366.5711059570	2.3321616650	0.1351118353	0.8094941427
0.6675579725	-368.6929931641	5.3229899406	0.1351118353	0.8094941427
0.6675580419	-366.2679443359	8.3138103485	0.1377249412	0.8254437202
0.6675581113	-360.3948974609	2.2075433731	0.1377249412	0.8254437202
0.6675581807	-360.8116760254	16.2893505096	0.1377249412	0.8254437202
0.6675582501	-359.9022827148	1.3352189064	0.1377249412	0.8254437202
0.6675583195	-358.9928894043	-9.6311435699	0.1377249412	0.8254437202
0.6675583889	-361.7589721680	-12.3727350235	0.1377249412	0.8254437202
0.6675584583	-357.4772949219	-7.6372537613	0.1377249412	0.8254437202
0.6675585277	-353.5744934082	2.2075474262	0.1377249412	0.8254437202
0.6675585971	-351.4147644043	2.3321616650	0.1399900137	0.8263496470
0.6675586665	-349.8991394043	-6.6403188705	0.1400584746	0.8399400820
0.6675587359	-346.0721435547	10.0584630966	0.1400584746	0.8399400820
0.6675588053	-346.7541503906	-5.6433720589	0.1400584746	0.8399400820
0.6675588747	-347.4361877441	-4.5218153000	0.1400584746	0.8399400820
0.6675589672	-353.1198425293	-4.8956704140	0.1400584746	0.8399400820
0.6675590135	-347.0951843262	-1.1571359634	0.1400584746	0.8399400820
0.6675590829	-344.3670349121	-5.6433720589	0.1400584746	0.8399400820
0.6675591523	-346.5647277832	-11.6250247955	0.1400584746	0.8399400820
0.6675592448	-339.9338378906	3.3291044235	0.1404110945	0.8403508477
0.6675592911	-338.5419616699	1.4016807079	0.1399579007	0.8424665668
0.6675593605	-342.7251281738	1.0029060841	0.1399579007	0.8424665668
0.6675594299	-342.3209533691	-9.6311435699	0.1399579007	0.8424665668
0.6675594993	-340.5021972656	-9.6311473846	0.1399579007	0.8424665668
0.6675595687	-336.2583923340	8.3138141632	0.1399579007	0.8424665668
0.6675596381	-333.4544982910	-4.5218153000	0.1399579007	0.8424665668
0.6675597075	-336.8646850586	-0.0355747789	0.1399579007	0.8424665668
0.6675597769	-332.6209106445	9.3107566833	0.1399579007	0.8424665668
0.6675598694	-333.1134643555	-1.1571317911	0.1337817942	0.8053150108
0.6675599157	-332.0903930664	-21.3452072144	0.1337817942	0.8053150108
0.6675599851	-334.8185424805	-7.8864946365	0.1337817942	0.8053150108
0.6675600545	-337.8876953125	13.4231424332	0.1337817942	0.8053150108
0.6675601239	-362.4409484863	15.6662626266	0.1337817942	0.8053150108
0.6675601933	-376.7637634277	5.5722265244	0.1337817942	0.8053150108
0.6675602627	-398.3993835449	-0.6586624980	0.1337817942	0.8053150108
0.6675603321	-408.4025878906	-4.6464333534	0.1337817942	0.8053150108
0.6675604015	-406.7732849121	-3.4002540112	0.1326192725	0.8026907650
0.6675604709	-403.7344665527	18.2832355499	0.1328786622	0.7957156348
0.6675605403	-400.2181701660	-0.6586665511	0.1328786622	0.7957156348
0.6675606097	-399.3087768555	0.3382802904	0.1328786622	0.7957156348
0.6675606791	-401.7338256836	-1.6556093693	0.1328786622	0.7957156348
0.6675607485	-398.2478637695	-14.6158533096	0.1328786622	0.7957156348
0.6675608179	-392.0337524414	1.3352189064	0.1328786622	0.7957156348
0.6675608873	-392.4505310059	23.5171794891	0.1328786622	0.7957156348
0.6675609567	-391.7685241699	4.4506654739	0.1328786622	0.7957156348
0.6675610261	-389.9118652344	4.3260431290	0.1328786622	0.7957156348
0.6675610955	-383.9250793457	3.3291044235	0.1328786622	0.7957156348
0.6675611649	-386.6532287598	-3.4002499580	0.1328786622	0.7957156348
0.6675612343	-389.0403747559	-0.0355747789	0.1328786622	0.7957156348
0.6675612806	-385.2133789063	9.3107566833	0.1364122835	0.8183494268
0.6675613731	-380.1511840820	-3.2507119179	0.1364122835	0.8183494268
0.6675614425	-385.3649291992	14.2954664230	0.1364122835	0.8183494268
0.6675615119	-385.0617980957	-0.6586624980	0.1364122835	0.8183494268
0.6675615813	-380.8180847168	9.3107566833	0.1364122835	0.8183494268
0.6675616507	-379.4918823242	4.4506654739	0.1364122835	0.8183494268
0.6675617201	-378.3930358887	16.2893505096	0.1364122835	0.8183494268
0.6675617895	-376.4227294922	14.5447015762	0.1364122835	0.8183494268
0.6675618821	-377.4457702637	5.5722184181	0.1364122835	0.8183494268
0.6675619283	-373.4217529297	6.7187075615	0.1391692380	0.8341190814
0.6675620209	-373.1261901855	12.6754341125	0.1391692380	0.8341190814
0.6675620671	-371.1179809570	4.3260431290	0.1391692380	0.8341190814
0.6675621365	-367.5562438965	8.9369058609	0.1391692380	0.8341190814
0.6675622059	-371.3074645996	3.3291087151	0.1391692380	0.8341190814
0.6675622753	-368.5793151855	2.2075433731	0.1391692380	0.8341190814
0.6675623447	-364.4870910645	-3.4002540112	0.1391692380	0.8341190814
0.6675624141	-362.4409484863	14.5447034836	0.1391692380	0.8341190814
0.6675624836	-360.7359008789	5.5722265244	0.1391692380	0.8341190814
0.6675625529	-359.0307922363	-5.6433682442	0.1416445870	0.8493632669
0.6675626223	-360.5085449219	-1.6556093693	0.1416445870	0.8493632669
0.6675626918	-358.0077514648	-2.2786970139	0.1416445870	0.8493632669
0.6675627612	-352.0209960938	-21.5944442749	0.1416445870	0.8493632669
0.6675628306	-352.0209960938	-15.6127958298	0.1416445870	0.8493632669
0.6675629000	-352.8924865723	-11.2511692047	0.1416445870	0.8493632669
0.6675629693	-355.9616394043	-4.6464295387	0.1416445870	0.8493632669
