Day fraction since midnight on 	air chamber (200kPa) (cm)	waste (100 psi) (cm)	PID control ()	Pump Control ()
0.5216694422	-465.9613647461	68.8186721802	0.3377281105	2.0692516893
0.5216695582	-460.0643615723	-14.6944065094	0.3377281105	2.0692516893
0.5216696742	-459.7916564941	87.5918502808	0.3377281105	2.0692516893
0.5216697899	-461.7467346191	95.2184600830	0.3377281105	2.0692516893
0.5216699055	-456.2601318359	89.2368011475	0.1207963878	2.0263686628
0.5216700212	-455.6084899902	93.6655197144	0.1207963878	2.0263686628
0.5216701372	-451.1442260742	109.2889251709	0.1406585720	0.7247783267
0.5216702529	-450.8341979980	125.8744277954	0.1406585720	0.7247783267
0.5216703686	-448.5607910156	127.3698348999	0.1406585720	0.7247783267
0.5216704842	-445.6052856445	149.0533142090	0.1089487584	0.8439514321
0.5216705998	-441.2856750488	164.0074615479	0.1089487584	0.8439514321
0.5216707387	-438.5272216797	170.3380432129	0.1089487584	0.8439514321
0.5216708312	-437.9804077148	870.8199462891	0.1089487584	0.8439514321
0.5216709469	-448.3334350586	669.9746704102	0.2130560154	0.6536925504
0.5216710626	-471.1798400879	427.7638244629	0.2130560154	0.6536925504
0.5216711782	-462.5337219238	59.6161270142	0.2389716962	1.2783360923
0.5216712940	-461.9740905762	114.3712463379	0.2389716962	1.2783360923
0.5216714096	-455.6783447266	55.7050399780	0.2389716962	1.2783360923
0.5216715253	-458.7498779297	44.8502273560	0.2389716962	1.2783360923
0.5216716411	-455.0768432617	96.4262924194	0.0975922020	1.4338301771
0.5216717566	-451.2713623047	96.4262924194	0.1506953571	0.5855532119
0.5216718723	-452.7403869629	111.6104888916	0.1506953571	0.5855532119
0.5216719879	-449.8023986816	134.3867797852	0.1506953571	0.5855532119
0.5216721036	-443.9263305664	144.0494384766	0.1506953571	0.5855532119
0.5216722193	-442.0376586914	165.3073120117	0.0000000000	0.9041721429
0.5216723581	-443.4075622559	817.0043945313	0.0000000000	0.0000000000
0.5216724506	-454.6291198730	547.1207885742	0.0000000000	0.0000000000
0.5216725663	-476.8739013672	403.5610656738	0.0000000000	0.0000000000
0.5216727053	-464.1565856934	-122.3641204834	0.0000000000	0.0000000000
0.5216727976	-473.0964660645	98.4968490601	0.0000000000	0.0000000000
0.5216729137	-464.8840942383	37.9985084534	0.3059612412	0.0000000000
0.5216730294	-464.9121398926	74.3401794434	0.2393824570	1.8357674472
0.5216731451	-463.7229309082	91.8250274658	0.2393824570	1.8357674472
0.5216732611	-459.9899597168	110.9202880859	0.2393824570	1.8357674472
0.5216733767	-459.6656494141	105.3987655640	0.2393824570	1.8357674472
0.5216734924	-456.5178222656	103.3281936646	0.1526586551	1.4362947421
0.5216736081	-453.1600646973	124.7241058350	0.1785193642	0.9159519308
0.5216737237	-446.6545410156	143.3592376709	0.1785193642	0.9159519308
0.5216738394	-448.7531127930	141.2886810303	0.1785193642	0.9159519308
0.5216739552	-452.7976379395	194.1196289063	0.1785193642	0.9159519308
0.5216740940	-447.3694458008	923.9464721680	0.0314836912	1.0711161849
0.5216741866	-470.9280700684	278.1764831543	0.0314836912	1.0711161849
0.5216743022	-479.9798583984	219.8784027100	0.4448195257	0.1889021475
0.5216744179	-471.4176330566	15.6739921570	0.4448195257	0.1889021475
0.5216745336	-476.6640625000	142.6690673828	0.4448195257	0.1889021475
0.5216746492	-464.7022399902	73.6499938965	0.2224248392	2.6689171545
0.5216747653	-468.4224243164	57.9011001587	0.2224248392	2.6689171545
0.5216748810	-463.0233459473	88.8341827393	0.2481408534	1.3345490354
0.5216749967	-465.1219787598	101.9478073120	0.2481408534	1.3345490354
0.5216751123	-461.5543518066	108.1595230103	0.2481408534	1.3345490354
0.5216752511	-460.1553344727	113.9111175537	0.2481408534	1.3345490354
0.5216753672	-456.6815185547	102.3665313721	0.1508129893	1.4888451204
0.5216754598	-457.6509704590	134.3867797852	0.2419663110	0.9048779361
0.5216755756	-455.4761352539	136.5326385498	0.2419663110	0.9048779361
0.5216757146	-450.7887268066	169.2413940430	0.2419663110	0.9048779361
0.5216758071	-450.4319152832	914.9922485352	0.2419663110	0.9048779361
0.5216759228	-465.3737487793	350.6925048828	0.2976653538	1.4517978661
0.5216760625	-485.4360656738	229.7159423828	0.3180196943	1.7859921228
0.5216761550	-471.9772338867	11.8089189529	0.3180196943	1.7859921228
0.5216762707	-478.7626647949	135.7671508789	0.3180196943	1.7859921228
0.5216763864	-472.2571105957	59.8461837769	0.3180196943	1.7859921228
0.5216765022	-477.3509216309	26.9052677155	0.3180196943	1.7859921228
0.5216766177	-470.2984008789	92.2391357422	0.3138747608	1.9081181659
0.5216767569	-470.5767822266	137.1199340820	0.3124256825	1.8832485650
0.5216768725	-465.6116027832	107.1817626953	0.3124256825	1.8832485650
0.5216769651	-466.5909729004	124.0339050293	0.3124256825	1.8832485650
0.5216770809	-462.3937377930	139.9083099365	0.3124256825	1.8832485650
0.5216771964	-463.5969543457	148.0985565186	0.1991859278	1.8745540948
0.5216773121	-458.4064941406	175.1080322266	0.0881858834	1.1951155670
0.5216774514	-455.6993713379	1174.1586914063	0.0881858834	1.1951155670
0.5216775440	-472.2571105957	467.0586853027	0.0881858834	1.1951155670
0.5216776596	-496.6004943848	521.5837402344	0.0881858834	1.1951155670
0.5216777753	-480.1476745605	56.4412612915	0.2365713681	0.5291153004
0.5216778910	-486.1076354980	133.0063934326	0.2365713681	0.5291153004
0.5216780070	-477.0532531738	96.6730880737	0.2129839258	1.4194282088
0.5216781227	-479.8119506836	70.1990432739	0.2129839258	1.4194282088
0.5216782384	-476.6640319824	95.7360916138	0.2129839258	1.4194282088
0.5216783541	-477.7133483887	105.3987655640	0.2964234935	1.2779035548
0.5216784698	-472.4669494629	108.1595306396	0.2964234935	1.2779035548
0.5216785855	-468.2698059082	124.5860671997	0.1853507539	1.7785409608
0.5216787012	-465.6943054199	140.8285522461	0.1853507539	1.7785409608
0.5216788167	-461.1347045898	132.3161926270	0.1853507539	1.7785409608
0.5216789555	-460.6100158691	126.6221313477	0.1853507539	1.7785409608
0.5216790489	-460.4364318848	147.8977661133	0.0938602315	1.1121045231
0.5216791645	-458.6163635254	174.6478729248	0.1246957982	0.5631613887
0.5216793034	-458.1091918945	734.5075073242	0.1246957982	0.5631613887
0.5216793959	-463.4430847168	663.7630004883	0.1246957982	0.5631613887
0.5216795116	-486.1076354980	452.5646667480	0.1246957982	0.5631613887
0.5216796272	-477.9232177734	135.7671661377	0.2297649094	0.7481747894
0.5216797429	-480.4414978027	156.7029418945	0.2297649094	0.7481747894
0.5216798821	-472.8684692383	123.1228561401	0.2168975978	1.3785894565
0.5216799747	-472.8866882324	73.6500015259	0.2168975978	1.3785894565
0.5216800904	-470.9979248047	97.1164703369	0.2168975978	1.3785894565
0.5216802060	-468.7035827637	95.2184600830	0.2129681834	1.3013855870
0.5216803217	-467.4964599609	117.9895172119	0.2129681834	1.3013855870
0.5216804609	-462.2469482422	102.8450622559	0.1675441867	1.2778091006
0.5216805535	-459.2459106445	128.8652648926	0.1675441867	1.2778091006
0.5216806691	-458.1967468262	112.3006591797	0.1675441867	1.2778091006
0.5216807848	-456.0981445313	121.2731475830	0.1675441867	1.2778091006
0.5216809005	-455.5384826660	156.1507720947	0.0539594197	1.0052651201
0.5216810161	-455.4685058594	627.7350463867	0.0520111353	0.3237565180
0.5216811554	-464.3385009766	99.5551528931	0.0520111353	0.3237565180
0.5216812479	-488.4160766602	311.0755920410	0.0520111353	0.3237565180
0.5216813636	-477.9231872559	111.6104812622	0.0520111353	0.3237565180
0.5216814793	-478.3289184570	40.0607109070	0.3096963810	0.3120668118
0.5216815954	-475.4328918457	-44.6026573181	0.3096963810	0.3120668118
0.5216817111	-472.9169921875	99.7545318604	0.1772647090	1.8581782860
0.5216818268	-473.3413085938	93.7230453491	0.1772647090	1.8581782860
0.5216819656	-464.9296264648	90.7322158813	0.1772647090	1.8581782860
0.5216820581	-468.1299133301	97.3465347290	0.1772647090	1.8581782860
0.5216821738	-465.8214721680	111.9785919189	0.1509690915	1.0635882541
0.5216822894	-463.8628845215	122.6535339355	0.1509690915	1.0635882541
0.5216824051	-461.7642822266	121.9633483887	0.1509690915	1.0635882541
0.5216825212	-460.1917114258	134.3683624268	0.0924974311	0.9058145488
0.5216826369	-459.8055725098	157.8532562256	0.0924974311	0.9058145488
0.5216827525	-457.9867858887	186.1510772705	0.0630817673	0.5549845865
0.5216828682	-454.8389587402	604.4066162109	0.0630817673	0.5549845865
0.5216829839	-475.6148376465	250.3387908936	0.0630817673	0.5549845865
0.5216831227	-491.0287475586	194.8129425049	0.2773582696	0.3784906040
0.5216832152	-479.9797668457	10.7506389618	0.2773582696	0.3784906040
0.5216833309	-481.7845458984	169.7245483398	0.3137574159	1.6641496175
0.5216834697	-467.9608154297	80.0150985718	0.3137574159	1.6641496175
0.5216835623	-475.6147766113	60.5363807678	0.3137574159	1.6641496175
0.5216836781	-466.6863708496	103.5791702271	0.3137574159	1.6641496175
0.5216837936	-472.0472412109	112.3006744385	0.1900059652	1.8825444956
0.5216839324	-466.5210266113	103.4432220459	0.1336768160	1.1400357910
0.5216840480	-462.2014465332	122.1359024048	0.1336768160	1.1400357910
0.5216841406	-462.6036987305	124.7240982056	0.1336768160	1.1400357910
0.5216842563	-461.1347351074	128.1750640869	0.1336768160	1.1400357910
0.5216843723	-460.9324645996	135.3906860352	0.1512516157	0.8020608963
0.5216844880	-455.2586669922	185.1847991943	0.1512516157	0.8020608963
0.5216846036	-456.2379760742	763.6564331055	0.0184385967	0.9075096944
0.5216847193	-476.2443542480	317.2873229980	0.0184385967	0.9075096944
0.5216848350	-492.6132202148	328.3303527832	0.0184385967	0.9075096944
0.5216849506	-480.0218200684	6.0113019943	0.0184385967	0.9075096944
0.5216850901	-478.2519836426	168.3441619873	0.3417031260	0.1106315799
0.5216851825	-475.5308532715	50.3215522766	0.1654732390	2.0502187562
0.5216852981	-480.0218200684	68.8186645508	0.1654732390	2.0502187562
0.5216854138	-473.0965270996	105.3987579346	0.1654732390	2.0502187562
0.5216855295	-472.6767883301	104.7085723877	0.1654732390	2.0502187562
0.5216856454	-467.7445373535	97.7062759399	0.1178301808	0.9928394339
0.5216857611	-469.1091613770	123.3437118530	0.0614269493	0.7069810847
0.5216858999	-466.7483215332	132.6037750244	0.0614269493	0.7069810847
0.5216859924	-464.9120788574	133.0063934326	0.0614269493	0.7069810847
0.5216861081	-463.0234069824	174.4178466797	0.0614269493	0.7069810847
0.5216862238	-462.9114685059	520.8475341797	0.0239457078	0.3685616957
0.5216863629	-499.6224365234	427.3496704102	0.0239457078	0.3685616957
0.5216864555	-500.4058837891	195.3076324463	0.4371830594	0.1436742471
0.5216865711	-487.1569519043	1.1799689531	0.4371830594	0.1436742471
0.5216866868	-490.3047180176	161.3041992188	0.4371830594	0.1436742471
0.5216868256	-479.3280944824	105.6863632202	0.4371830594	0.1436742471
0.5216869185	-483.4024353027	32.7237815857	0.2807357719	2.6230983565
0.5216870342	-475.2090759277	105.7668609619	0.2686370331	1.6844146312
0.5216871499	-478.2729797363	91.1348266602	0.2686370331	1.6844146312
0.5216872655	-472.4669494629	84.6930465698	0.2686370331	1.6844146312
0.5216873812	-468.4796142578	121.2731475830	0.2686370331	1.6844146312
0.5216875204	-467.9941406250	129.7026824951	0.1660889891	1.6118221987
0.5216876130	-465.2618408203	152.5617980957	0.0992933811	0.9965339347
0.5216877290	-462.1063537598	197.3823547363	0.0992933811	0.9965339347
0.5216878447	-465.3318176270	911.5413208008	0.0992933811	0.9965339347
0.5216879607	-497.0266113281	390.9703674316	0.0992933811	0.9965339347
0.5216880764	-502.6863708496	242.7467193604	0.2860675940	0.5957602864
0.5216881921	-493.4526672363	-16.0747795105	0.2860675940	0.5957602864
0.5216883078	-494.7117614746	132.3162078857	0.4211993122	1.7164055639
0.5216884235	-483.5893859863	77.1009521484	0.4211993122	1.7164055639
0.5216885392	-483.9191284180	69.1144561768	0.4211993122	1.7164055639
0.5216886779	-480.6163330078	90.7322158813	0.4211993122	1.7164055639
0.5216887704	-482.0644531250	106.6411132813	0.2647521998	2.5271958730
0.5216888861	-477.7133483887	109.6779556274	0.2251621156	1.5885131986
0.5216890018	-476.3143615723	125.5523376465	0.2251621156	1.5885131986
0.5216891174	-479.8119506836	163.8677673340	0.2251621156	1.5885131986
0.5216892331	-475.8246765137	843.2125244141	0.2251621156	1.5885131986
0.5216893723	-488.1642761230	215.1206817627	0.3030868604	1.3509726935
0.5216894653	-514.0568237305	461.6625671387	0.3030868604	1.3509726935
0.5216895810	-499.3287048340	57.0854187012	0.4382468391	1.8185211626
0.5216896966	-501.6370849609	89.5243911743	0.4382468391	1.8185211626
0.5216898123	-495.1315002441	33.6189422607	0.4382468391	1.8185211626
0.5216899280	-493.0329589844	77.7911376953	0.4382468391	1.8185211626
0.5216900668	-496.2122802734	100.6517868042	0.3420089706	2.6294810343
0.5216901593	-493.8723449707	92.9753417969	0.3516566242	2.0520538234
0.5216902750	-491.9836730957	101.9478073120	0.3516566242	2.0520538234
0.5216903907	-491.3540649414	146.1200103760	0.3516566242	2.0520538234
0.5216905064	-487.9963378906	711.3861694336	0.3516566242	2.0520538234
0.5216906220	-491.9836730957	649.2690429688	0.2662641214	2.1099397449
0.5216907377	-520.2723999023	392.6560974121	0.6414506275	1.5975847283
0.5216908534	-507.3218688965	88.8878784180	0.6414506275	1.5975847283
0.5216909690	-501.2174377441	59.1559944153	0.6414506275	1.5975847283
0.5216910849	-504.6322631836	35.8777427673	0.6414506275	1.5975847283
0.5216912236	-505.6243591309	-2.1329352856	0.5624554959	3.8487037651
0.5216913391	-498.1219482422	103.4432296753	0.5624554959	3.8487037651
0.5216914317	-494.4739379883	88.8341903687	0.3756696543	3.3747329753
0.5216915474	-497.2301025391	126.7946853638	0.3756696543	3.3747329753
0.5216916630	-491.7737731934	177.8687896729	0.3756696543	3.3747329753
0.5216917787	-489.4653930664	605.7869873047	0.3756696543	3.3747329753
0.5216918944	-512.3397827148	228.2527160645	0.3395657334	2.2540179257
0.5216920339	-513.2631835938	22.0927562714	0.5293852697	2.0373944005
0.5216921499	-511.7172241211	140.5294647217	0.5293852697	2.0373944005
0.5216922424	-514.8580932617	68.1284713745	0.5293852697	2.0373944005
0.5216923581	-504.9947509766	89.5243759155	0.5293852697	2.0373944005
0.5216924737	-506.6736450195	67.4382781982	0.4445925768	3.1763116180
0.5216925895	-496.4974670410	78.4562301636	0.3668589478	2.6675554609
0.5216927051	-505.1067199707	119.3406066895	0.3668589478	2.6675554609
0.5216928212	-496.1998596191	183.5157928467	0.3668589478	2.6675554609
0.5216929368	-493.4526367188	806.6323242188	0.3668589478	2.6675554609
0.5216930760	-523.0299072266	446.5508117676	0.7351549553	2.2011536870
0.5216931686	-520.7341308594	-18.3754234314	0.7351549553	2.2011536870
0.5216933077	-516.5369873047	145.9129486084	0.4395547385	4.4109297319
0.5216934003	-516.9566650391	49.4933242798	0.4395547385	4.4109297319
0.5216935160	-505.8723754883	88.0812606812	0.4395547385	4.4109297319
0.5216936438	-506.0708007813	71.2782363892	0.4691845191	2.6373284307
0.5216937594	-499.9862060547	80.3640289307	0.4691845191	2.6373284307
0.5216938751	-504.0329284668	109.9233398438	0.4691845191	2.6373284307
0.5216939907	-496.0758666992	152.0441589355	0.4691845191	2.6373284307
0.5216941064	-490.3922424316	833.9525146484	0.3786132804	2.8151071146
0.5216942221	-514.8161010742	308.3147583008	0.3786132804	2.8151071146
0.5216943378	-521.0838012695	110.9202880859	0.7324237454	2.2716796825
0.5216944535	-509.6408081055	-2.2326383591	0.7324237454	2.2716796825
0.5216945695	-510.3366394043	44.8502273560	0.7324237454	2.2716796825
0.5216946852	-505.6243591309	111.6679916382	0.7324237454	2.2716796825
0.5216948009	-505.3970336914	73.6346664429	0.4841124886	4.3945424726
0.5216949165	-499.9407348633	84.0028533936	0.4286066052	2.9046749316
0.5216950322	-496.9852294922	113.9111175537	0.4286066052	2.9046749316
0.5216951480	-494.9391174316	136.3423156738	0.4286066052	2.9046749316
0.5216952637	-492.8020935059	941.7717895508	0.4286066052	2.9046749316
0.5216953792	-509.0345764160	303.0808715820	0.5893328217	2.5716396310
0.5216954949	-525.4034423828	234.2918548584	0.5885259481	3.5359969305
0.5216956106	-506.7611083984	35.4019317627	0.5885259481	3.5359969305
0.5216957262	-514.0361328125	63.8147811890	0.5885259481	3.5359969305
0.5216958419	-505.1696472168	94.4707489014	0.5885259481	3.5359969305
0.5216959576	-513.1267700195	56.7863426208	0.4763853100	3.5311556885
0.5216960737	-497.9359436035	69.0487213135	0.4763853100	3.5311556885
0.5216961896	-505.9881286621	129.4035797119	0.4754668257	2.8583118602
0.5216963054	-496.6821289063	132.1053161621	0.4754668257	2.8583118602
0.5216964214	-497.4399414063	913.5491333008	0.4754668257	2.8583118602
0.5216965370	-516.3096313477	277.6588745117	0.4754668257	2.8583118602
0.5216966531	-522.6480102539	47.3353309631	0.7564806242	2.8528009545
0.5216967688	-510.5502319336	25.5322036743	0.3082068246	4.5388837454
0.5216968844	-519.8713378906	33.1588134766	0.3082068246	4.5388837454
0.5216970001	-506.5337219238	101.2000961304	0.3082068246	4.5388837454
0.5216971158	-510.8533630371	65.3101959229	0.3082068246	4.5388837454
0.5216972314	-499.9407043457	102.6955184937	0.4137450701	1.8492409476
0.5216973471	-504.7150268555	102.6955108643	0.4137450701	1.8492409476
0.5216974631	-495.2574157715	172.5856933594	0.4672072715	2.4824704204
0.5216975787	-493.3477478027	714.3195190430	0.4672072715	2.4824704204
0.5216976944	-521.7659301758	288.8744506836	0.4672072715	2.4824704204
0.5216978101	-520.6291503906	-40.1164283752	0.4672072715	2.4824704204
0.5216979260	-515.5449218750	106.0262145996	0.4916296752	2.8032436292
0.5216980417	-518.8558959961	28.5230331421	0.4631430185	2.9497780509
0.5216981574	-509.9439392090	60.0762481689	0.4631430185	2.9497780509
0.5216982730	-511.3080139160	72.7872619629	0.4631430185	2.9497780509
0.5216983887	-507.4431457520	86.9936904907	0.4631430185	2.9497780509
0.5216985045	-505.8971557617	102.8450622559	0.4329179608	2.7788581109
0.5216986200	-494.2571105957	226.5156860352	0.3497619914	2.5975077649
0.5216987357	-499.7134704590	563.7313842773	0.3497619914	2.5975077649
0.5216988514	-529.4956665039	308.3147888184	0.3497619914	2.5975077649
0.5216989671	-520.4018554688	-53.5751495361	0.3497619914	2.5975077649
0.5216990827	-516.3096313477	101.9478073120	0.6199102075	2.0985719483
0.5216991988	-515.0488891602	70.6800994873	0.6199102075	2.0985719483
0.5216993149	-513.2631835938	45.4211997986	0.4005079854	3.7194612451
0.5216994309	-512.5687255859	103.5791702271	0.4005079854	3.7194612451
0.5216995465	-506.5337219238	95.9661712646	0.4005079854	3.7194612451
0.5216996622	-504.0329284668	124.0799255371	0.3427803916	2.4030479125
0.5216997779	-498.9788818359	801.7550659180	0.3427803916	2.4030479125
0.5216998935	-514.2635498047	350.9341125488	0.6963082547	2.0566823493
0.5217000092	-530.8596191406	320.2781372070	0.6963082547	2.0566823493
0.5217001249	-519.0377807617	28.6725883484	0.6963082547	2.0566823493
0.5217002406	-520.3143310547	49.4933242798	0.6963082547	2.0566823493
0.5217003563	-510.6259460449	95.9661712646	0.4210735432	4.1778495284
0.5217004720	-513.5814819336	60.0762405396	0.4469599650	2.5264412593
0.5217005876	-500.8500976563	98.2092819214	0.4469599650	2.5264412593
0.5217007032	-503.1235656738	142.3239746094	0.4469599650	2.5264412593
0.5217008189	-503.5782470703	985.7368774414	0.4469599650	2.5264412593
0.5217009346	-521.0838012695	275.4157409668	0.6627917623	2.6817597900
0.5217010502	-524.9312133789	48.8031387329	0.6627917623	2.6817597900
0.5217011659	-514.2635498047	89.2368011475	0.4434642082	3.9767505740
0.5217012816	-519.0377197266	19.7000980377	0.4434642082	3.9767505740
0.5217013973	-507.8977966309	128.8652496338	0.4434642082	3.9767505740
0.5217015130	-511.7627258301	575.2460937500	0.4678884056	2.6607852490
0.5217016288	-515.2968750000	513.8660888672	0.4678884056	2.6607852490
0.5217017443	-534.2698364258	718.8056640625	0.6851000169	2.8073304333
0.5217018599	-531.0870361328	565.5258178711	0.6851000169	2.8073304333
0.5217019756	-540.6354980469	531.8790893555	0.6851000169	2.8073304333
0.5217020913	-538.9915771484	419.4355163574	0.6851000169	2.8073304333
0.5217022073	-532.6329956055	-108.9054260254	0.6557667577	4.1106001017
0.5217023233	-530.1776733398	80.4138641357	0.7094317316	3.9346005460
0.5217024394	-523.7293090820	39.9561462402	0.7094317316	3.9346005460
0.5217025550	-522.9025878906	-31.1439456940	0.7094317316	3.9346005460
0.5217026707	-519.4924316406	35.4019317627	0.7094317316	3.9346005460
0.5217027863	-520.4927978516	14.7652292252	0.5871652566	4.2565903898
0.5217029020	-515.8094482422	27.3267021179	0.5871652566	4.2565903898
0.5217030180	-511.2079467773	117.3804702759	0.4551080197	3.5229915395
0.5217031337	-514.2634277344	544.5901489258	0.4551080197	3.5229915395
0.5217032493	-526.0854492188	527.3927612305	0.4551080197	3.5229915395
0.5217033650	-516.5369262695	483.2780761719	0.5125338264	2.7306481181
0.5217034811	-521.7203979492	512.8873291016	0.5125338264	2.7306481181
0.5217035967	-518.1283569336	12.5221147537	0.5385823263	3.0752029586
0.5217037124	-519.2651367188	60.8239517212	0.5385823263	3.0752029586
0.5217038281	-513.3541259766	38.3927612305	0.5385823263	3.0752029586
0.5217039437	-512.4447631836	27.9248695374	0.5385823263	3.0752029586
0.5217040601	-507.1950683594	528.8202514648	0.4633022285	3.2314939579
0.5217041757	-505.1696472168	638.8010864258	0.4803251752	2.7798133712
0.5217042915	-501.6561279297	237.3506774902	0.4803251752	2.7798133712
0.5217044072	-499.0313110352	225.3193664551	0.4803251752	2.7798133712
0.5217045227	-497.8946228027	201.3927764893	0.4803251752	2.7798133712
0.5217046388	-492.8434448242	166.7671813965	0.3355076095	2.8819510510
0.5217047545	-496.6004943848	153.7121124268	0.3355076095	2.8819510510
0.5217048702	-492.2109985352	223.0762634277	0.2031312869	2.0130456569
0.5217049859	-488.8008422852	264.9478454590	0.2031312869	2.0130456569
0.5217051017	-487.6185913086	230.2542572021	0.2031312869	2.0130456569
0.5217052174	-485.0723266602	191.9716796875	0.1997268129	1.2187877214
0.5217053331	-480.1617126465	211.1129608154	0.1997268129	1.2187877214
0.5217054488	-477.8882141113	161.7643432617	0.1997268129	1.2187877214
0.5217055644	-473.5687255859	182.7001342773	0.1997268129	1.2187877214
0.5217056801	-475.8421630859	238.7781066895	0.0591123449	1.1983608772
0.5217057961	-468.9349975586	195.0440826416	0.0591123449	1.1983608772
0.5217059118	-466.3111267090	187.0713195801	0.0578390812	0.3546740694
0.5217060276	-466.2936096191	231.3010559082	0.0578390812	0.3546740694
0.5217061431	-463.3381652832	208.8698425293	0.0578390812	0.3546740694
0.5217062588	-463.5655212402	191.6725769043	0.0578390812	0.3546740694
0.5217063745	-462.2923583984	225.4689331055	0.0000000000	0.3470344869
0.5217064901	-459.9280090332	191.6726074219	0.1077193770	0.0000000000
0.5217066063	-456.2449645996	168.3441467285	0.1077193770	0.0000000000
0.5217067224	-455.6993713379	249.0964508057	0.1077193770	0.0000000000
0.5217068381	-454.0170593262	229.8056640625	0.1077193770	0.0000000000
0.5217069537	-449.1063842773	207.3744354248	0.0000000000	0.6463162617
0.5217070694	-445.5632934570	206.5807342529	0.0000000000	0.0000000000
0.5217071851	-449.0154113770	205.1313171387	0.0000000000	0.0000000000
0.5217073008	-446.7420043945	176.7184600830	0.0000000000	0.0000000000
0.5217074165	-443.5591430664	229.8056335449	0.0000000000	0.0000000000
0.5217075321	-440.1489562988	242.5166625977	0.0000000000	0.0000000000
0.5217076477	-434.2985839844	187.6349792480	0.0000000000	0.0000000000
0.5217077634	-431.5098266602	202.8881988525	0.0000000000	0.0000000000
0.5217078791	-430.1457519531	211.8606872559	0.0000000000	0.0000000000
0.5217079948	-426.7355957031	169.9891204834	0.0000000000	0.0000000000
0.5217081104	-427.4176025391	199.8973541260	0.0000000000	0.0000000000
0.5217082264	-425.7807312012	240.4230499268	0.0755307176	0.0000000000
0.5217083421	-424.4620971680	211.8606872559	0.0000000000	0.4531843055
0.5217084578	-421.5066223145	199.8973846436	0.0000000000	0.4531843055
0.5217085734	-422.8706970215	223.8240051270	0.0000000000	0.4531843055
0.5217086891	-422.1886901855	214.8515014648	0.0000000000	0.4531843055
0.5217088050	-419.2331848145	198.8505859375	0.0000000000	0.0000000000
0.5217089211	-419.8118896484	218.5900573730	0.0530211822	0.0000000000
0.5217090369	-417.1870422363	212.6083984375	0.0530211822	0.0000000000
0.5217091526	-414.4589538574	205.8790130615	0.0530211822	0.0000000000
0.5217092681	-409.9119873047	200.6450958252	0.0530211822	0.0000000000
0.5217093838	-411.3985290527	233.7742462158	0.0530211822	0.0000000000
0.5217094995	-408.0932312012	200.6450958252	0.0000000000	0.3181270929
0.5217096152	-405.1377258301	205.1313323975	0.0000000000	0.0000000000
0.5217097308	-405.1377258301	196.1588287354	0.0000000000	0.0000000000
0.5217098465	-403.0916442871	226.8148040771	0.0000000000	0.0000000000
0.5217099622	-401.5002441406	205.8790130615	0.0000000000	0.0000000000
0.5217100778	-398.9994201660	223.0762634277	0.0000000000	0.0000000000
0.5217101938	-398.6811523438	195.2615966797	0.0801350541	0.0000000000
0.5217103100	-402.6989746094	206.3548431396	0.0801350541	0.0000000000
0.5217104257	-390.7695922852	206.9258117676	0.0801350541	0.0000000000
0.5217105412	-393.8463134766	213.1068572998	0.0801350541	0.0000000000
0.5217106573	-391.5880126953	199.7478179932	0.0181015737	0.4808103249
0.5217107507	-395.5065612793	215.3273468018	0.0712966012	0.1086094421
0.5217108664	-391.2522583008	207.5469970703	0.0712966012	0.1086094421
0.5217110052	-386.9501342773	178.2138824463	0.0712966012	0.1086094421
0.5217110977	-388.7339477539	199.9548645020	0.0712966012	0.1086094421
0.5217112365	-389.9056701660	205.1313171387	0.0712966012	0.1086094421
0.5217113522	-388.6173400879	197.7040863037	0.0000000000	0.4277796073
0.5217114678	-388.5416259766	217.0946350098	0.0258800362	0.0000000000
0.5217115838	-385.5861206055	212.8802947998	0.0258800362	0.0000000000
0.5217116995	-385.5103149414	208.6206207275	0.0258800362	0.0000000000
0.5217118151	-385.0556335449	220.5839385986	0.0258800362	0.0000000000
0.5217119308	-385.3132629395	176.8680114746	0.0000000000	0.1552802173
0.5217120465	-375.0372924805	17.1080513000	0.0043565647	0.0000000000
0.5217121621	-376.2649230957	-8.7127523422	0.0043565647	0.0000000000
0.5217122778	-377.1743469238	-1.9833933115	0.0043565647	0.0000000000
0.5217123935	-379.7509155273	8.7337341309	0.0043565647	0.0000000000
0.5217125091	-378.0837097168	-1.2356863022	0.0043565647	0.0000000000
0.5217126248	-376.4923095703	7.7367920876	0.0000000000	0.3036070195
0.5217127409	-374.9463806152	7.7367925644	0.0000000000	0.3036070195
0.5217128566	-373.5368041992	27.1771640778	0.0000000000	0.3036070195
0.5217129723	-371.0360107422	41.3835830688	0.0000000000	0.3036070195
0.5217130879	-374.6735229492	58.5808372498	0.0000000000	0.3036070195
0.5217132036	-372.2030639648	59.5777778625	0.0000000000	0.0000000000
0.5217133193	-368.7625122070	59.3285408020	0.0043012894	0.0000000000
0.5217134350	-372.4000549316	73.5349655151	0.0043012894	0.0000000000
0.5217135507	-371.4907226563	80.2643280029	0.0043012894	0.0000000000
0.5217136664	-370.8086547852	93.7230453491	0.0043012894	0.0000000000
0.5217137820	-368.5352478027	99.7046966553	0.1047947272	0.0258077362
0.5217138977	-368.3778381348	95.7360992432	0.0000000000	0.6287683630
0.5217140133	-368.5352172852	125.1267166138	0.0000000000	0.6287683630
