Day fraction since midnight on 	air chamber (200kPa) (cm)	waste (100 psi) (cm)	PID control ()	Pump Control ()
0.5237714330	-159.1502532959	214.1038055420	0.0000000000	0.7623767327
0.5237715487	-157.4713897705	209.6175689697	0.0000000000	0.7623767327
0.5237716643	-155.2853851318	208.1221466064	0.1304803402	0.0000000000
0.5237717800	-160.9690093994	211.1130065918	0.1304803402	0.0000000000
0.5237718957	-155.7400970459	202.1404724121	0.1304803402	0.0000000000
0.5237720114	-159.3776245117	210.3652648926	0.1304803402	0.0000000000
0.5237721270	-161.4237213135	212.6083679199	0.0619645810	0.7828820414
0.5237722427	-161.1963500977	199.8973846436	0.0287546704	0.3717874862
0.5237723585	-158.2408752441	207.3744354248	0.0287546704	0.3717874862
0.5237724742	-161.3327789307	196.1588287354	0.0287546704	0.3717874862
0.5237725897	-155.2854003906	202.8882141113	0.0287546704	0.3717874862
0.5237727054	-157.3314971924	209.1191101074	0.0692794703	0.1725280221
0.5237728210	-157.1041564941	211.8606872559	0.0634050529	0.4156768216
0.5237729367	-158.9229125977	205.3805694580	0.0634050529	0.4156768216
0.5237730524	-157.1041564941	223.8240051270	0.0634050529	0.4156768216
0.5237731681	-157.7104034424	212.1099090576	0.0634050529	0.4156768216
0.5237732841	-153.6939697266	209.6175537109	0.0000000000	0.3804303173
0.5237733998	-154.3235321045	220.6606292725	0.0000000000	0.3804303173
0.5237735154	-155.5127410889	217.0946350098	0.1850782859	0.0000000000
0.5237736311	-155.2854003906	211.1129608154	0.1850782859	0.0000000000
0.5237737468	-156.8768005371	206.6267242432	0.1850782859	0.0000000000
0.5237738624	-156.4978942871	214.1038055420	0.0000000000	1.1104697157
0.5237739781	-155.2854003906	202.3897399902	0.0000000000	1.1104697157
0.5237740938	-158.0135498047	208.1221618652	0.1031794346	0.0000000000
0.5237742094	-155.2853698730	205.8790130615	0.1031794346	0.0000000000
0.5237743251	-155.7400970459	202.8882141113	0.1031794346	0.0000000000
0.5237744408	-160.7591552734	213.7587127686	0.1031794346	0.0000000000
0.5237745564	-157.1041412354	221.5808715820	0.0899627838	0.6190766075
0.5237746721	-155.2853851318	211.8606872559	0.0000000000	0.5397767026
0.5237747878	-154.8307037354	214.8515014648	0.0000000000	0.5397767026
0.5237749035	-156.1947784424	220.0854492188	0.0000000000	0.5397767026
0.5237750191	-160.7416687012	209.3683319092	0.0000000000	0.5397767026
0.5237751352	-150.4383850098	209.8568267822	0.0785175105	0.0000000000
0.5237752509	-147.7829895020	208.1221618652	0.0785175105	0.0000000000
0.5237753666	-151.8752136230	211.8606872559	0.0889525156	0.4711050629
0.5237754822	-153.9213256836	213.3560943604	0.0889525156	0.4711050629
0.5237755979	-151.8752288818	212.6083831787	0.0889525156	0.4711050629
0.5237757137	-153.1979522705	205.5391540527	0.0000000000	0.5337150938
0.5237758292	-150.7384948730	217.8423309326	0.0000000000	0.5337150938
0.5237759450	-155.8613281250	205.5799407959	0.0805916948	0.0000000000
0.5237760607	-150.6930084229	206.0285491943	0.0805916948	0.0000000000
0.5237761767	-149.0643920898	207.9861907959	0.0805916948	0.0000000000
0.5237762923	-149.8291015625	203.6358947754	0.0805916948	0.0000000000
0.5237764083	-149.6017608643	213.1467285156	0.0000000000	0.4835501686
0.5237765241	-153.4841308594	203.4058380127	0.0000000000	0.0000000000
0.5237766397	-154.3760223389	198.4019622803	0.0000000000	0.0000000000
0.5237767554	-153.1634979248	210.3652648926	0.0000000000	0.0000000000
0.5237768710	-152.4814758301	199.1496582031	0.0000000000	0.0000000000
0.5237769871	-149.2793579102	218.2093963623	0.0000000000	0.0000000000
0.5237771028	-150.5461273193	224.1115722656	0.0000000000	0.0000000000
0.5237772184	-150.2837982178	209.6175842285	0.0000000000	0.0000000000
0.5237773341	-151.1931762695	203.6359100342	0.0000000000	0.0000000000
0.5237774498	-148.6923828125	212.6083831787	0.0000000000	0.0000000000
0.5237775657	-152.8755340576	215.8983001709	0.0297162003	0.6738463694
0.5237776814	-150.0564575195	208.8698425293	0.0297162003	0.6738463694
0.5237777971	-151.4205169678	208.8698425293	0.0297162003	0.6738463694
0.5237779127	-151.6478576660	222.3285827637	0.0297162003	0.6738463694
0.5237780284	-147.7829895020	207.3744354248	0.0297162003	0.6738463694
0.5237781441	-150.5111389160	207.3744354248	0.0297162003	0.6738463694
0.5237782597	-154.4214782715	213.0071716309	0.0908174167	0.5537324177
0.5237783754	-153.6939697266	209.6175537109	0.0908174167	0.5537324177
0.5237784916	-151.4618530273	202.2764282227	0.0908174167	0.5537324177
0.5237786073	-153.6939697266	218.0915679932	0.0908174167	0.5537324177
0.5237787229	-153.4666290283	211.8606872559	0.0908174167	0.5537324177
0.5237788386	-151.2386474609	206.3774871826	0.0000000000	0.3034618836
0.5237789543	-152.9499511719	207.1705169678	0.0000000000	0.3034618836
0.5237790700	-151.8752136230	205.8790435791	0.0000000000	0.3034618836
0.5237791857	-151.0416259766	210.6145019531	0.0000000000	0.3034618836
0.5237793014	-155.0580596924	206.0285797119	0.0000000000	0.3034618836
0.5237794169	-151.1931610107	207.3744354248	0.0357502848	0.0000000000
0.5237795326	-155.5127410889	208.1221618652	0.0335063473	0.2145017090
0.5237796483	-154.8306884766	205.8790435791	0.0335063473	0.2145017090
0.5237797644	-158.3318176270	206.0285644531	0.0335063473	0.2145017090
0.5237798799	-158.4682159424	214.1038055420	0.0335063473	0.2145017090
0.5237799956	-155.5581970215	208.5707702637	0.0756852083	0.2010380839
0.5237801117	-157.6043090820	203.0377502441	0.0680006273	0.4541112496
0.5237802274	-153.6939544678	205.8790435791	0.0680006273	0.4541112496
0.5237803431	-152.7845916748	217.8423309326	0.0680006273	0.4541112496
0.5237804588	-150.2838134766	211.1129608154	0.0680006273	0.4541112496
0.5237805743	-155.7400817871	211.1129608154	0.0680006273	0.4541112496
0.5237806900	-156.6319885254	204.7862243652	0.1614426068	0.0000000000
0.5237808057	-159.1502685547	214.1038055420	0.1614426068	0.0000000000
0.5237809214	-161.1963653564	222.3285827637	0.1614426068	0.0000000000
0.5237810370	-160.5143280029	220.0854492188	0.1614426068	0.0000000000
0.5237811527	-158.9404144287	228.9429016113	0.1614426068	0.0000000000
0.5237812688	-150.8021392822	218.5900421143	0.1000720413	0.9686556408
0.5237813845	-157.6812438965	220.6606292725	0.1415058398	0.6004322480
0.5237815001	-161.1963653564	214.8515014648	0.1415058398	0.6004322480
0.5237816162	-162.3330841064	215.3001251221	0.1415058398	0.6004322480
0.5237817320	-162.9696502686	215.0010528564	0.1415058398	0.6004322480
0.5237818475	-160.5143280029	213.3560943604	0.1519395086	0.8490350385
0.5237819632	-158.2408905029	205.8790130615	0.1490199542	0.9116370514
0.5237820788	-157.5588531494	217.8423309326	0.1490199542	0.9116370514
0.5237821945	-160.7416687012	222.3285827637	0.1490199542	0.9116370514
0.5237823102	-164.8338928223	219.3377380371	0.1490199542	0.9116370514
0.5237824259	-161.6510467529	199.8973846436	0.1490199542	0.9116370514
0.5237825415	-161.7722930908	212.4089813232	0.1027943380	0.8918147012
0.5237826576	-162.2917480469	219.9495239258	0.1027943380	0.8918147012
0.5237827733	-164.1518554688	199.8973846436	0.1027943380	0.8918147012
0.5237828889	-160.0596466064	214.1038055420	0.1027943380	0.8918147012
0.5237830046	-162.7877960205	204.3836059570	0.1027943380	0.8918147012
0.5237831207	-158.1582031250	209.6175689697	0.0851477872	0.6167660279
0.5237832363	-157.1041564941	205.8790130615	0.0829414209	0.5108867229
0.5237833524	-156.6039886475	212.6083831787	0.0829414209	0.5108867229
0.5237834681	-158.3318176270	215.0010528564	0.0829414209	0.5108867229
0.5237835838	-161.1963653564	213.3560943604	0.0829414209	0.5108867229
0.5237836994	-163.2424621582	208.8698425293	0.1473155009	0.4976485252
0.5237838154	-161.8784027100	207.1705169678	0.0632792112	0.8838930052
0.5237839314	-159.1502532959	211.4120635986	0.0632792112	0.8838930052
0.5237840470	-160.2869720459	202.8881988525	0.0632792112	0.8838930052
0.5237841627	-156.1947784424	208.8698425293	0.0632792112	0.8838930052
0.5237842784	-161.2488250732	205.4764099121	0.0632792112	0.8838930052
0.5237843940	-160.9690093994	210.3652648926	0.0168878975	0.2782745615
0.5237845098	-159.1502532959	210.5148010254	0.0168878975	0.2782745615
0.5237846255	-160.9690246582	216.3469238281	0.0168878975	0.2782745615
0.5237847412	-159.3775939941	203.6359100342	0.0168878975	0.2782745615
0.5237848568	-155.2853851318	218.5900573730	0.0168878975	0.2782745615
0.5237849729	-160.2415008545	213.2065582275	0.0000000000	0.1013273853
0.5237850885	-154.6791381836	209.6175689697	0.0000000000	0.0000000000
0.5237852045	-157.4141845703	203.0921173096	0.0000000000	0.0000000000
0.5237853202	-156.4221191406	184.1955261230	0.0000000000	0.0000000000
0.5237854362	-158.0590057373	214.1038055420	0.0000000000	0.0000000000
0.5237855519	-155.5127258301	197.6542663574	0.0649870745	0.0000000000
0.5237856675	-155.2854003906	202.8882141113	0.0347956365	0.3899224467
0.5237857832	-152.5572509766	207.3744354248	0.0347956365	0.3899224467
0.5237858989	-150.9658508301	211.1129608154	0.0347956365	0.3899224467
0.5237860146	-152.7845916748	202.1405029297	0.0347956365	0.3899224467
0.5237861302	-151.1756896973	208.2371826172	0.0347956365	0.3899224467
0.5237862459	-152.7694244385	212.2594299316	0.0000000000	0.0000000000
0.5237863616	-153.4666290283	212.6083831787	0.0000000000	0.0000000000
0.5237864773	-153.9213256836	220.0854492188	0.0000000000	0.0000000000
0.5237865929	-148.4650421143	210.3652648926	0.0000000000	0.0000000000
0.5237867086	-150.9658203125	208.8698425293	0.0000000000	0.0000000000
0.5237868248	-148.4857025146	211.2489166260	0.0101299032	0.0000000000
0.5237869405	-152.1025543213	201.8912811279	0.0609820710	0.0607794195
0.5237870561	-151.4205322266	203.6359100342	0.0609820710	0.0607794195
0.5237871718	-145.7368927002	196.9065399170	0.0609820710	0.0607794195
0.5237872875	-147.7830047607	199.8973846436	0.0609820710	0.0607794195
0.5237874033	-150.5111389160	203.6359100342	0.0000000000	0.3658924258
0.5237875195	-144.6001586914	202.4395751953	0.0000000000	0.0000000000
0.5237876359	-150.1473846436	209.6175842285	0.0000000000	0.0000000000
0.5237877516	-148.4650421143	207.3744354248	0.0000000000	0.0000000000
0.5237878673	-150.0564422607	205.1313323975	0.0000000000	0.0000000000
0.5237879830	-148.2376861572	205.8790130615	0.0000000000	0.0000000000
0.5237880986	-150.0564575195	211.8606872559	0.0508232966	0.0000000000
0.5237882147	-152.9499206543	207.9861907959	0.0508232966	0.0000000000
0.5237883304	-150.9658203125	207.3744506836	0.0508232966	0.0000000000
0.5237884461	-148.6923675537	210.3652648926	0.0508232966	0.0000000000
0.5237885617	-146.6462707520	218.5900573730	0.0508232966	0.0000000000
0.5237886774	-149.6017608643	215.5992126465	0.0508232966	0.0000000000
0.5237887931	-152.1025543213	215.5992126465	0.0508232966	0.0000000000
0.5237889087	-149.3744201660	206.6267242432	0.0508232966	0.0000000000
0.5237890246	-147.4936523438	200.6450958252	0.0000000000	0.3049397798
0.5237891404	-148.7337188721	200.6450805664	0.1356631741	0.0000000000
0.5237892560	-150.4353637695	203.1374359131	0.1356631741	0.0000000000
0.5237893718	-153.6181945801	191.1741333008	0.1356631741	0.0000000000
0.5237894874	-147.7829895020	217.8423156738	0.1356631741	0.0000000000
0.5237896031	-151.8752288818	210.3652648926	0.1356631741	0.0000000000
0.5237897187	-149.0864562988	218.1414184570	0.0149248169	0.0439486019
0.5237898344	-149.6017456055	201.3927764893	0.0149248169	0.0439486019
0.5237899501	-151.4205322266	214.8515014648	0.0149248169	0.0439486019
0.5237900658	-154.1486816406	205.1313323975	0.0149248169	0.0439486019
0.5237901815	-158.0135192871	205.8790435791	0.0149248169	0.0439486019
0.5237902974	-153.2475433350	222.5596771240	0.0000000000	0.2837056041
0.5237904133	-152.0388946533	212.4887542725	0.0000000000	0.2837056041
0.5237905288	-153.4666137695	210.6145019531	0.0000000000	0.2837056041
0.5237906445	-155.9674224854	223.0762939453	0.0000000000	0.2837056041
0.5237907602	-160.0596466064	220.0854492188	0.0000000000	0.2837056041
0.5237908758	-155.0580444336	214.1038055420	0.0000000000	0.2837056041
0.5237909920	-155.6450195313	202.4939575195	0.0344378373	0.3792110001
0.5237911075	-158.4682312012	211.1129608154	0.0344378373	0.3792110001
0.5237912232	-159.1502532959	205.8790435791	0.0344378373	0.3792110001
0.5237913388	-159.3776092529	211.1129608154	0.0344378373	0.3792110001
0.5237914545	-152.1025543213	205.8790130615	0.0344378373	0.3792110001
0.5237915701	-159.4533996582	203.9349975586	0.0000000000	0.5871496707
0.5237916861	-155.1820526123	215.3273315430	0.0000000000	0.5871496707
0.5237918018	-159.8322906494	214.1038055420	0.0000000000	0.5871496707
0.5237919174	-164.6065368652	211.8606872559	0.0000000000	0.5871496707
0.5237920331	-161.4237213135	222.3285827637	0.0000000000	0.5871496707
0.5237921487	-165.0460815430	217.8921813965	0.0972380675	0.0000000000
0.5237922645	-164.0609130859	225.7680053711	0.0892359956	0.5834284050
0.5237923801	-157.5588531494	215.5992126465	0.0892359956	0.5834284050
0.5237924959	-163.9245147705	210.3652648926	0.0892359956	0.5834284050
0.5237926114	-160.2869720459	218.5900115967	0.0892359956	0.5834284050
0.5237927271	-163.9244995117	205.8790130615	0.0892359956	0.5834284050
0.5237928428	-160.1657409668	217.5432281494	0.1076574824	0.0000000000
0.5237929584	-162.3330841064	207.3744354248	0.1076574824	0.0000000000
0.5237930741	-162.5604248047	217.8423309326	0.1076574824	0.0000000000
0.5237931898	-161.4236907959	214.8515014648	0.1076574824	0.0000000000
0.5237933054	-165.0612182617	220.0854492188	0.1076574824	0.0000000000
0.5237934211	-163.3182373047	210.8637390137	0.0614291156	0.0000000000
0.5237935368	-159.6807250977	213.8545532227	0.0614291156	0.0000000000
0.5237936525	-160.2869873047	223.8239746094	0.0614291156	0.0000000000
0.5237937681	-160.7416839600	206.6267242432	0.0614291156	0.0000000000
0.5237938838	-161.1963806152	210.3652648926	0.0614291156	0.0000000000
0.5237939999	-160.3324432373	218.0516815186	0.0619468902	0.3685746936
0.5237941155	-159.2260437012	213.3560943604	0.0331903794	0.3716813414
0.5237942312	-160.2869873047	208.8698425293	0.0331903794	0.3716813414
0.5237943469	-158.6955718994	207.3744354248	0.0331903794	0.3716813414
0.5237944625	-159.8322906494	208.1221618652	0.0331903794	0.3716813414
0.5237945782	-162.9277038574	205.4764099121	0.1247999431	0.1991422766
0.5237946939	-164.6065521240	213.3560943604	0.0407744137	0.7487996589
0.5237948095	-161.1963500977	207.3744354248	0.0407744137	0.7487996589
0.5237949252	-160.7416839600	209.6175689697	0.0407744137	0.7487996589
0.5237950409	-165.7432556152	214.1038208008	0.0407744137	0.7487996589
0.5237951566	-163.2424774170	205.1313323975	0.0407744137	0.7487996589
0.5237952722	-162.1663818359	213.4059448242	0.1028139511	0.1389111733
0.5237953881	-159.9687042236	206.9258117676	0.1028139511	0.1389111733
0.5237955037	-159.6049499512	211.1129608154	0.1028139511	0.1389111733
0.5237956194	-160.7416687012	207.3744354248	0.1028139511	0.1389111733
0.5237957349	-158.0135192871	205.1313171387	0.1028139511	0.1389111733
0.5237958506	-163.0151214600	213.3560943604	0.0855177050	0.6168837066
0.5237959667	-165.3505859375	215.3273315430	0.0560560258	0.5131062299
0.5237960824	-161.8783874512	217.0946350098	0.0560560258	0.5131062299
0.5237961981	-160.5143127441	199.7478332520	0.0560560258	0.5131062299
0.5237963139	-164.8338775635	200.6450805664	0.0560560258	0.5131062299
0.5237964293	-163.4048614502	210.1160430908	0.0560560258	0.5131062299
0.5237965454	-160.3903350830	212.0646057129	0.0000000000	0.0678694275
0.5237966611	-163.4698181152	211.1130065918	0.0000000000	0.0678694275
0.5237967768	-162.3330841064	202.8882141113	0.0000000000	0.0678694275
0.5237968923	-161.8935394287	214.7019805908	0.0000000000	0.0678694275
0.5237970080	-159.6201019287	208.9695281982	0.0000000000	0.0678694275
0.5237971239	-156.0401763916	204.4135284424	0.0000000000	0.0254077154
0.5237972404	-158.7369232178	215.5992126465	0.0000000000	0.0254077154
0.5237973561	-160.9690246582	209.6175689697	0.0000000000	0.0254077154
0.5237974717	-160.2869720459	218.5900573730	0.0000000000	0.0254077154
0.5237975874	-164.1518402100	217.8423309326	0.0000000000	0.0254077154
0.5237977031	-160.1995391846	211.6881408691	0.0360644896	0.0000000000
0.5237978187	-159.2866668701	211.3621978760	0.0618820108	0.2163869375
0.5237979344	-155.2853851318	208.1221466064	0.0618820108	0.2163869375
0.5237980501	-159.6049499512	211.1129608154	0.0618820108	0.2163869375
0.5237981657	-159.6049499512	200.6450958252	0.0618820108	0.2163869375
0.5237982815	-159.0744781494	203.8851470947	0.0618820108	0.2163869375
0.5237983979	-164.6065368652	218.5900421143	0.0250374972	0.0000000000
0.5237985135	-160.5143127441	218.5900115967	0.0250374972	0.0000000000
0.5237986292	-161.8783874512	200.6450958252	0.0250374972	0.0000000000
0.5237987449	-163.6971740723	193.1679992676	0.0250374972	0.0000000000
